reference,generated
වැරදි කියන්න බෑ ඔයාට නංගී... හැමෝම අම්මගේ ගුණ කියලා තියනවා .. ඒ කියපු හැමෝටම,වැරදි කියන්න බෑ ඔයාට නංගී... හැමෝම අම්මගේ ගුණ කියලා තියනවා .. ඒ කියපු හැමෝටම
රෝහල් වෙත වාර්තා වන ඩෙංගු රෝගීන් සංඛ්යාවේ අඩුවක් මේ වනවිට දක්නට,රෝහලි වෙත චාර්තා වන ඩෙංගු රෝගීන්‌ සංඛ්යාවේ අඩුවක්‌ මේ වනවිට දක්නට
"කැනඩාවේ ඉන්න පැරාමෙඩික් හොර සයිකියැට්රිස්ට්, ඔයාගේ රුසියන් එම් ඩී එකේ තරම ගැන නම් කතා","කැනඩාවේ ඉන්න පැරාමෙඩික්‌ හොර සයිකියැටිරිස්ටි, ඔයාගේ රුසියන්‌ එමි ඩී එකේ තරම ගැන නම්‌ කතා"
මෙම තත්වය ඇතිවීමට හේතුව වන්නේ වසා පද්ධතියේ සිදුවන ව්යාකූලතාවයක් නිසා වේ. මෙය සුළු ප්රමාණයේ ඉදිමීමක සිට ඉතා,0£]0] 5151£](5 (1/6]ඒ18](] 01/11651£] ච1012] £]:5] ඵු්‍ර්‌:]61015 කළුවා] £1[5121[0511ඒ11521 1:51] 0. 02][5 2321] £21[18] 1:11 £]ලි6]6]ස] 36 £]61]
"""පුතා, දොස්තරට උනත් _ක දෙන්න එපා !"" කියලා ලිෆ්ට් එකට නැගලා යන්න ගියා. හිටපු","""පුතා, දොස්තරට උනත්‌ _ක දෙන්න එපා !"" කියලා ලිෆ්ට්‌ එකට නැගලා යන්න ගියා. හිටපු"
ප්රකාශන හිමිකම © 2016 ශ්රී ලංකා ගුවන් විදුලි සංස්ථාව. සියලු හිමිකම්,ප්රකාශන හිමිකම [॥] 2016 ශ්රී ලංකා ගුවන්‌ විදුලි සංස්ථාව. සියලු හිමිකම්‌
"අමෙරිකාව උතුරු කොරියාවට පහරදීමට සූදානම්වේ! ස්ටෙල්ත් ප්රහාරක යානා, ස්ටෙල්ත්","අමෙරිකාව උතුරු කොරියාවට පහරදීමට සූදානම්වේ! ස්ටෙල්ත්‌ ප්රහාරක යානා, ස්ටෙලිත්‌"
රිදීමාලියද්ද ප්රාදේශීය ලේකම් කොට්‌ඨාසයේ ප්රසිද්ධ පාසලක,රිදීමාලියද්ද ප්රාදේශීය ලේකම්‌ කොට්ඨාසයේ ප්රසිද්ධ පාසලක
@= ගොඩක් ඉස්තූතියි මචං . මමත් ඒ පැත්තේ ඊයේ ආවා අර හාඩි ඩිස්ක් එකේ පෝස්ට්,[]- ගොඩක්‌ ඉස්තූතියි මචං . මමත්‌ ඒ පැත්තේ ඊයේ ආවා අර හාඩි ඩිස්ක්‌ එකේ පෝස්ටි
[1]. සාක්ෂි අනුව රෑ 7:30 ඉඳන් රෑ 12:00 ට වාහනෙන් හැප්පෙනකම් තාජුඩීන් මොකද,[1]. සාක්ෂි අනුව රැ 7:30 ඉඳන්‌ රැ 12:00 ට වාහනෙන්‌ හැප්පෙනකම්‌ තාජුඩීන්‌ මොකද
මේකේ පරිවර්තනයක් නම් තියෙනවා.ඒත් මේ ලිවිල්ල හරි රසවත්. ඒ බන් අයියේ කැත,මේකේ රරිවර්තනයක්‌ නමි තියෙනවා.ඒත්‌ 6මි ලිවිල්ල හරි රසවත්‌. එ බන්‌ අයියේ කැත
"එම පෙරමුණේ පළාත් සභා මන්ත්රී, නීතිඥ සුනිල් වටගල හිරු","එම පෙරමුණේ පළාත්‌ සභා මන්ත්රී, නීතිඥ සුනිල්‌ වටගල හිරු"
නිමල් සිරිපාල ද සිල්වා ඇමතිවරයා අගමැති ධුරයට පත්කිරීම,නිමල්‌ සිරිපාල ද සිල්වා ඇමතිවරයා අගමැනි ධුරයට පත්කිරීම
මම නම් කැමතිම ශර්ලොක් හෝම්ස් පොත් කියවන්න තමයි . ඊට අමතරව ඉතින් පරිගණක,මම නමි කැමතිම ශර්ලොක්‌ හෝමිස්‌ රොත්‌ කියවන්න තමයි . ඊට අමතරව ඉතින්‌ ඊරරිගණක
ස්තූතියි ඔබ දෙපලටම. දනංජය මොනතරම් වේදනාවකින්ද ලංකාව ගැන කතාකලේ.ඒක අපිට හොදටම දැනුනා. ලංකාවෙ හොදම,35)61[8 11] අල:5[01(10]. ලද11:4[5 [10]1101(16) වු]. ලි [::1:11£) [11/1] 210112101[:].එ]ය] £1:3(] 01/1)162()6) ලු (711. [0:151101] 0/1)1ල0]
"කොහොමත් ""මට ජොබ් ස්ට්රෙස් හින්දා ප්රෙෂර් ඩයබිටිස්"" කියලා තමයි","කොහොමත්‌ ""මට ජොබ්‌ ස්ටිරෙස්‌ හින්දා ප්රෙෂර්‌ ඩයබිටිස්‌""' කියලා තමයි"
ශ්රී ලංකා නිදහස් පක්ෂ සංවිධායක රැස්වීම හා සමස්ථ ලංකා කාරක සභාව,ශ්රී ලංකා නිදහස්‌ පක්ෂ සංවිධායක රැස්වීම හා සමස්ථ ලංකා කාරක සභාව
පහරකෑමට ලක්වූ සිසුන්ගේ දෙමාපියන් ප්රකාශ කළේ පොලූ මුගුරු උපයෝගී කරගනිමින් තම දරුවන්ට මෙම පහරදීම සිදුකර,"[9151 8//711/4 ව] [කී  ද3/711 [ස්‌ 8 93]53)2:1 581 8 51ක 5183857110 ඤෟ 71111, 5. “0 51:31 120 ”]11] 86 කුස 5851110711 )881)7:1:1/2:10/2, 10 ඤ8|4:4 21 0 55)” 0:15 8 [ඤු 31ක!)"
එක්සත් ජාතීන්ගේ යුනෙස්කෝ සංවිධානය විසින් සිය ලෝක උරුම,එක්සත්‌ ජාතීන්ගේ යුනෙස්කෝ සංවිධානය විසින්‌ සිය ලෝක උරුම
"මම දකින්නේ..,ඒත් මේවට වැඩි වියදමක් නෑ, ඒ සහෝදරියන් තිදෙනාගේ","මම දකින්නේ..,ඒත්‌ මේවට වැඩි වියදමක්‌ නෑ, ඒ සහෝදරියන්‌ තිදෙනාගේ"
2015 දී එක් නිල් චිත්රපට ජවනිකාවක් කරන්න සූදානම් වෙද්දි එහි අධ්යක්ෂකවරයා ඇවිත් මට,2015 දී එක්‌ නිල්‌ චිත්රපට ජවනිකාවක්‌ කරන්න සූදානම වෙද්දි එහි අධයක්ෂකවරයා ඇවිත්‌ මට
මෙම අවස්ථාව ඔවුන් යොදා ගන්නේ විවාහ වන කාන්තාවට ගෙදර දොර වැඩ,මෙම අවස්ථාව ඔවුන්‌ යොදා ගන්නේ විවාහ වන කාන්තාවට ගෙදර දොර වැඩ
සතිඅන්තයේ ගම්බිම් බලා යන හුදකලා දුම්රිය ගමනට ඈ හැමදාමත් කාව හරි,සනිඅන්තයේ ගම්බිම්‌ බලා යන හුදකලා දුමිරිය ගමනට ඈ හැමදාමන්‌ කාව හරි
"මේ සීමාවෙන් මේ විශ්වය ඉවරයි කියල කියන්න බැරුව, මන්දාකිණි දෙකක් අතර","මේ සීමාවෙන්‌ මේ විශ්වය ඉවරයි කියල කියන්න බැරුව, මන්දාකිණි දෙකක්‌ අතර"
ඔන්න ඕක නිසා තමයි සර්වඥයයන් වහන්සේ දේශනා කරේ. අර මල්ල පුරෝගන්න එපා.,ඹන්න ඕික නිසා තමයි සර්වඥයයන්‌ වහන්සේ දේශනා කරේ. අර මල්ල පුරෝගන්න එපා.
ආගන්තුකයා ගේ ජීවිතේ ආගම දහම එක්ක ගොඩක් බැදිච්ච එකක්! පුංචි,ආගන්තුකයා ගේ ජීවිතේ ආගම දහම එක්ක ගොඩක්‌ බැදිච්ච එකක්‌! පුංචි
මහවැලි ජනපදිකයන් වෙත ඉඩම් ඔප්පු ලක්ෂයක් බෙදා දීමේ ජාතික වැඩසටහන යටතේ වික්ටෝරියා හා,£)(1]6)([0 ජනියා 51] 16065] £)06] (:1(3 [15115] [1(1](2] (2[16] 21612] £]/£)0(](1]1] [()(15] £]:101(]1/1151 1]
ඔන්න අවුරුදු එක හමාරකින් විතර පොස්ට් එකක් දාන්නයි ලැස්ති වෙන්නේ. මකුළුදැල් බැඳිලා,ඔන්න අවුරුදු එක හමාරකින්‌ විතර පොස්ට්‌ එකක්‌ දාන්නයි ලැස්ති වෙන්නේ. මකුළුදැල්‌ බැඳිලා
මිනිසා සතු දැනීමේ හා හැකියාවන්ගෙන් නිමි වළලූ බිඳ දමමින් ඉන් ඔබ්බට ගියා වූ තීක්ෂණ,මිනිසා සතු දැනීමේ හා හැකියාවන්ගෙන්‌ නිමි වළලු බිඳ දමමින්‌ ඉන්‌ ඔබ්බට ගියා වූ තීක්ෂණ
මැයි 08 ආණ්ඩුව පෙරලීමට. මෛත්රි එංගලන්තයේ දී. කුමන්ත්රණයක,මැයි 08 ආණ්ඩුව පෙරලීමට. මෛත්රි එංගලන්තයේ දී. කුමන්ත්රණයක
දේහය පිළිබඳ අවසන් කටයුතු වොෂින්ටන් හිදී අද සිදු කිරීමට නියමිතව ඇති අතර එම අවස්ථාව,දේහය පිළිබඳ අවසන්‌ කටයුතු චොෂ්න්ටන්‌ හිදී අද සිදු කිරීමට නියමිතව ඇති අතර එම අවස්ථාව
එහිදී මට කරන්න හිතුණු දේ සහ කළ දේ මෙහි,එහිදී මට කරන්න හිතුණු දේ සහ කළ දේ මෙහි
අප ගියවර බ්ලොග් සම්මාන දීමට කටයුතු කරන අවස්ථාවේ එක ප්රසිද්ධ නීතිඥවරයෙකු කීවේ,අප ගියවර බිලොග්‌ සම්මාන දීමට කටයුතු කරන අවස්ථාවේ එක ප්රසිද්ධ නීතිඥවරයෙකු කීවේ
පියුමි හංසමාලි කියන්නේ නව පරපුරේ මෝස්තර නිරූපන ශිල්පිනියක,පියුමි හංසමාලි කියන්නේ නව පරපුරේ මෝස්තර නිරූපන ශිල්පිනියක
විශාල පොත් ප්රමාණයක් විනාශ වෙලා. අධිරාජ්යවාදීන් ඔවුන්ගේ පාලන සමයේදී,විශාල පොත්‌ ප්රමාණයක්‌ විනාශ වෙලා. අධිරාජ්යවාදීන්‌ ඔවුන්ගේ පාලන සමයේදී
ගිය ආත්මයේ කුනු ගොඩවල් මේ ආත්මේ කරගහගෙන යන්න,ගිය ආත්මයේ කුනු ගොඩවල්‌ මේ ආත්මේ කරගහගෙන යන්න
හිට්ලර් ගේ් නාසි පාලනය යටතේ 1931 දී අත්අඩංගුවට පත්ව රටින් පලායාමට බලකෙරුණු සහ පසුව,ඩිටිලර්‌ ගේ ඩාසි පාලනය යටනේ 1931 ද්‌ අඞ්‌අඩංඬුවට පන්ව ඊටග්‌ පිලායාමට බලකෙරැඬ සඩ පසුව
ඔබ වහාන්සෙගෙ කතාවෙ ඔබ වහාන්සෙගෙ මල්ලිට සිදු වු දේම තමයි අද මගේ,ඔබ වහාන්සෙගෙ කතාවෙ ඔබ වහාන්සෙගෙ මල්ලිට සිදු වු දේම තමයි අද මගේ
"ජාතික නිදහස් පෙරමුණේ නායක, එජනිස කොළඹ දිස්ත්රික් අපේක්ෂක විමල් වීරවංශ","ජාතික නිදහස්‌ පෙරමුණේ නායක, එජනිස කොළඹ දිස්ත්‌රඊික්‌ අපේක්ෂක විමලි විරවංශ"
"තමාගේ දරුවන්, දෙමාපියන්, මිතුරන් එක්ක එකට කාලය ගත කරන්න බැරි මිනිස්සු ඔවුනොවුන් හා එකතුවන්නට ව්යාජ හේතු","රා]6)1[1/1] ((]/£)2], 029) 1(3[52], £]ර)(17] ෆුය]. ඵයා! ] 211/%)/5 [1)ඊ] 2)(1/12] [1/[1] £)]1:3:5 /:1:]:1211£]2] ]] වයා) )7171)(] £[11(4 [10:12]"
ක්ෂේත්රයකින් හමුවන එක මැටි පබලුවක පවා ඇති අමිල උරුමය අපි,ක්ෂේෙත්රයකින්‌ හමුවන එක මැටි පබලු්‍රවක පවා ඇති අමිල උරුමය අපි
\\\\\\\\එයින් පසු ප්රතිඵල නිකුත්වන කාලය අතරතුර මගේ ජීවිතය ඉතාමත් නරක ලෙස රස්තියාදුවේ ගත කිරීමට,"0, ු32] පසු ප) 612)216)2) කා )((5 £1ර)(11(1 6)01/1] ඵ01(5 £]()16)0] (15) 00:53 1030151500 (1)5) 21010)()"
මල්ලි ඹයා හොද කතාවක් කිව්ව. මම ඒකට කැමතියි. අමීර් කාන්ට,මල්ලි ඔයා හොද කතාවක්‌ කිව්ව. මම එකට කැමතියි. අමීර්‌ කාන්ට
'මව්බිම' ගවේෂණ මඟින් හෙළිදරව් වූ ආකාරයට මේ පිටුපස රජයේ මුද්රණාලයේ,'මව්බිම' ගවේෂණ මඟින්‌ හෙළිදරව්‌ වූ ආකාරයට මේ පිටුපස රජයේ මුද්රණාලයේ
වැට් බදු ඉහල නැංවීමට එරෙහිව ජාතික නිදහස් පෙරමුණ ගොනු කර තිබූ පෙත්සම විභාග,වැටි බදු ඉහලු නැංවීමට එරෙහිව ජාතික නිදහස්‌ පෙරමුණ ගොනු කර තිබූ පෙත්සම විහාග
අස්ගිරි පාර්ශවයේ මහානායක අතිපූජ්ය ගලගම ශ්රී අත්තදස්සී මහානාහිමියන්ගේ,අස්ගිරි පාර්ශවයේ මහානායක අතිපූජ්ය ගලගම ශ්‌ඊ අත්තදස්සී මහානාහිමියන්ගේ
මගේ වයසේ පසුවන බොහෝ දෙනෙකු මෙන් මමද කුඩා කාලයේ දුරකතන පහසුකම්,මගේ වයසේ පසුවන බොහෝ දෙනෙකු මෙන්‌ මමද කුඩා කාලයේ දුරකතන පහසුකම්‌
මාව යොමු කරා එම්.අයි -5 එකේ ජ්යෙෂඨ පොලිස් සුපරින්ටෙන්ඩෙන් කෙනෙකුට මේ වෙන,මාව යොමු කරා එම්‌.අයි -5 එකේ ජ්යෙෂඨ පොලිස්‌ සුපරින්ටෙන්ඩෙන්‌ කෙනෙකුට මේ වෙන
ඉතින් යාලුවනෙ ඔයාල දැන් ඉතාමත් සාර්තක ලෙස ඉන්ස්ටොල් කරගෙන ක්රැක් කොරගෙන ඉවරයි.ඉතින් මම,ඉතින්‌ යාලවනෙ ඔයාල දැන්‌ ඉඞාබන්‌ සාර්භක ලෙසි ඉන්ස්‌ටොල්‌ බඛරලෙන කන්‌ කොරගෙන ඉවරයි.ඉසින්‌ බැ
"කට්ටියම මේ අහන්නකො ටිකක්,මේ වැඩේ නම් සුපිරි.ඒ වගේම නියමයි.ඒත්","කට්ටියම මේ අහන්නකො ටිකක්‌,මේ වැඩේ නම්‌ සුපිරි.ඒ වගේම නියමයි.ඒත්‌"
"4.තමන් සහ තම හෙන්චයියන්ට ගානක් ගරා ගැනීමට හෝ ඡන්ද 100-200 ගැනීම සදහා ,, හැම එකාම කුණූ කදු වලට","4,ර)0]2] සු] ර)6] 2]: )3(5] [11002 [1]/)] [1)/7]6)() (12)] ඒන 1[)[) -2[][) ()/712] ස] ,, 2)/2] ෆුයා]:) 221] කුළ එ)"
මගේ යාළුවෙක් ඉන්නවා රජයේ කාර්යාලෙක වැඩ කරන්නේ. ආයතනෙට බැදිලා දැන් අවුරුදු දෙකක් විතර.,මගේ යාළුවෙක්‌ ඉන්නවා රජයේ කාර්යාලෙක වැඩ කරන්නේ. ආයතනෙට බැදිලා දැන්‌ අවුරුදු දෙකක්‌ විතර.
කොල පාට නිල් පාට හංසයෝ ආණ්ඩු පක්ෂයේ වාඩි වෙන විට රතු පාට කහ පාට හංසයෝ,කොල පාට ෆිල්‌ පාට ඩංසියො ආණ්ඩු පඛ්සයේ වාඩි වෙන විට රන පාට කඩ පාට ඩංසීයො
පසුකාලීන පනත් මගින් එක්සත් ජනපද බුද්ධිමය දේපල පනත සංශෝධනය කරන ලදී. ඒ අනුව,පසුකාලීන පනත්‌ මගින්‌ එක්සත්‌ ජනපද බුද්ධමය දේපල පනත සංශෝධනය කරන ලදී. ඒ අනුව
13 වන සියවසේ දී කුරුස යුද්ධ භටයන් මෙම නගරය අල්ලා ගන්නා ලද,13 වන සියවසේ දී කුරුස යුද්ධ භටයන්‌ මෙම නගරය අල්ලා ගන්නා ලද
රැල්ලට නිරාගමික වෙමින් බෞද්ධ දර්ශනයට පහර⁣දෙන කාලෙක මේවගේ වටිනා,රැල්ලට නිරාගමික වෙමින්‌ බෞද්ධ දර්ශනයට පහරදෙන කාලෙක මේවගේ වටිනා
මටත් ලැජ්ජයි තනි සිංහල ආණ්ඩුව කියල දුන්නා පඹයෙක්ට...ඊට වඩා මේ මනුස්සයා,මටත්‌ ලැජ්ජයි තනි සිංහල ආණ්ඩුව කියල දුන්නා පඹයෙක්ට...ඊට වඩා මේ මනුස්සයා
නැගෙනහිර ආරක්ෂක සේනා මූලස්ථාන අන්තර් සේනාංක පැසිපන්දු තරඟාවලිය,නැගෙනහිර ආරක්ෂක සේනා මූලස්ථාන අන්තර්‌ සේනාංක පැසිපන්දු තරඟාවලිය
2018 පෙබරවාරි 26දායින් ඇරඹී මාර්තු මස 23 දා දක්වා ජිනීවාහීදී පැවැත්වෙන,2018 පෙබරවාරි 26දායින්‌ ඇරඹී මාර්තු මස 23 දා දක්වා ජිනීවාහීදී පැවැත්වෙන
ජනාධිපති රනිල් වික්රමසිංහ මහතාගේ උපදෙස් පරිදි බදු සහන ලබාදීමට,ජනාධිපති රනිල්‌ වික්රමසිංහ මහතාගේ උපදෙස්‌ පරිදි බදු සහන ලබාදීමට
"2015 ජනවාරි මාසේ පැවැත්වූ ජනාධිපති මැතිවරනයේ දී, හිටපු ජනාධිපති රාජපක්ෂ ඉවත්කර","2015 ජනවාරි මාසේ පැවැත්වූ ජනාධිපති මැතිවරනයේ දී, හිටපු ජනාධිපති රාජපක්ෂ ඉවත්කර"
මගේ පියා බෙහෙවින් අසධ්යව ලෙඩ ඇඳේ හිටි වෙලාවේ මාත් මගේ පුතණුවනුත් ඔහුගේ,මගේ පියා බෙහෙවින්‌ අසධියව ලෙඩ ඇඳේ හිටි වෙලාවේ මාත්‌ මගේ පුතණුවනුත්‌ ඔහුගේ
මෙම අවමඟුලට සහභාගී වූ පිරිස් හඳුනා ගැනීමටත් අවශ්ය පරිදි ඔවුන් සම්බන්ධයෙන් සුදුසු පියවර,මෙම අවමඟුලට සහභාගී වූ පිටිස්‌ හඳුනා ගැනීමටත්‌ අවශ්ය පටිදි ඔවුන්‌ සමබන්ධයෙන්‌ සුදුසු පියවර
ආසන ප්රමාණය ඉක්මවා මගීන් රැගෙන යන අර්ධ සුඛෝපභෝගි බස්,ආසන ප්රමාණය ඉක්මවා මගීන්‌ රැගෙන යන අර්ධ සුඛෝපභෝගි බස්‌
පුතා නිවෙසේ සියලු වියහියදම් කටයුතු සිදු කළ බවද ඔහු ඉදිරියේදී සංචාරක ව්යාපාරයක්,පුතා නිවෙසේ සියලු වියහියදම්‌ කටයුතු සිදු කළ බවද ඔහු ඉදිරියේදී සංචාරක ව්යාපාරයක්‌
“ඉතින් පාරවල් වහල මිනිස්සුන්ටත් අනතුරු ඇඟවීම් කරන්න පුළුවන් වුනා. කලින්,“ඉතින්‌ පාරවල්‌ වහල මිනිස්සුන්ටත්‌ අනතුරු ඇඟවීම්‌ කරන්න පුළුවන්‌ වුනා. කලින්‌
කඳු දෙකක් එක සමාන නොවන සේම මෙම ආකාරයේ සටනකට කෙරෙන පුහුණුවද ඉතා තීව්ර වන අතර,කඳු දෙකක්‌ එක සමාන නොවන සේම මෙම ආකාරයේ සටනකට කෙරෙන පුහුණුවද ඉතා තීව්ර වන අතර
ඇමරිකානු එක්සත් ජනපදය සමඟ ශ්රී ලංකා රජය අත්සන් කිරීමට සූදානම් වන,ඇමරිකානු එක්සන්‌ ජනපදය සමඟ ශ්රී ලංකා රජය අත්සන්‌ කිරීමට සූදානම්‌ වන
"ආදරණීය ගාබෝ, ඉතින් ගිහින් එන්න. ඔබ අපේ මරණය තෙක්ම අමරණීයව අප තුළ","ආදරණීය ගාබෝ, ඉතින්‌ ගිහින්‌ එන්න. ඔබ අපේ මරණය තෙක්ම අමරණීයව අප තුළ"
සැප්තැම්බර් 01 වෙනිදා. කසාද බැඳලා. මඟුල් ගෙදර ඉවර උනාට,සැප්තැම්බර්‌ 01 වෙනිදා. කසාද බැඳලා. මඟුල්‌ ගෙදර ඉවර උනාට
ඒ අනුව සෙසු ප්රදේශවලට ගෑස් බෙදාහැරීමක් සිදු නොවන බැවින්,ඒ අනුව සෙසු ප්රදේශවලට ගෑස්‌ බෙදාහැරීමක්‌ සිදු නොවන බැවින්‌
"මනා පරිපාලනය සහ සැලසුම්කරණය, තාක්ෂණය සහ සමාජයීය","මනා පරිපාලනය සහ සැලසුම්කරණය, නාක්ෂණය සහ සමාජයීය"
"""කැමති නැත්නම් බෑ කියා නොදී සිටින්නට පුළුවන්නේ"" කියා යමෙකුට කිව හැක. එහෙත් මෙය","""කැමති නැත්නම්‌ බෑ කියා නොදී සිටන්නට පුළුවන්නේ' කියා යමෙකුට කිව හැක. එහෙත්‌ මෙය"
මට මතකයි 2019දි හෙවත් එකක් මන් එකකදි පාවිච්චි කරා. ඒකත් අර කෝච්චියෙ කතාවමයි.,මට මතකයි 2019දි හෙවත්‌ එකක්‌ මන්‌ එකකදි පාවිචිචි කරා. එකත්‌ අර කෝච්චියෙ කතාවමයි.
ඇමතිවරයා සමග ඔහුගේ උපදේශක චමින්ද ද සිල්වා නැමැත්තා සමග පැවති මේ,ඇමතිවරයා සමග ඔහුගේ උපදේශක චමින්ද ද සිල්වා නැමැත්තා සමග පැවති මේ
ඉදිරි මැතිවරණ සඳහා මුහුණදීමට දැනටමත් නව සන්ධානයක් ගොඩ නැගීම සඳහා සාකච්ඡාව,ඉදිරි මැතිවරණ සඳහා මුහුණදීමට දැනටමත්‌ නව සන්ධානයක්‌ ගොඩ නැගීම සඳහා සාකච්ඡාව
මේ දින වල ඇද හැලෙන දරුණු වර්ෂාව නිසා මිනිසුන් ලක්ෂ 5කට අධික,මේ දින වල ඇද හැලෙන දරුණු වර්ෂාව නිසා මිනිසුන්‌ ලක්ෂ 5කට අධික
මේ අතර ගාල්ල - ගිංතොට පියදිගම ප්රදේශයේදී ත්රිරෝද රථයක් මාර්ගයෙන්,මේ අතර ගාල්ල - ගිංතොට පියදිගම ප්රදේශයේදී ත්රිරෝද රථයක්‌ මාර්ගයෙන්‌
ව්යාපාරිකයෙන් බලහත්කාරයෙන් අල්ලාගෙන සිටි වසර 400 පැරණි අහංගම නගරයේ පොදු,ච්යාපාරිකයෙන්‌ බලහත්කාරයෙන්‌ අල්ලාගෙන සිටි වසර 400 පැරණි අහංගම නගරයේ පොදු
මේ බිලොග් එකට එන අනිත් මිතුරෝ එන්නේ මගේ මතය පිලිගන්න නිසාම නෙවෙයි.සුහදත්වය,මේ බිලොග්‌ එකට එන අනිත්‌ මිතුරෝ එන්නේ මගේ මතය පිලිගන්න නිසාම නෙවෙයි.සුහදත්වය
මේකා මේ තරම් වල් බල්ලෙක් කියලා දැනගත්තේ අදයි. මූ ලංකාවට එන්නේ නැත්තේ මුගේ බලුකම්,මේකා ලැ නරඉෆි වල්‌ බල්ලෙබ්‌ කියලා දැඞලඞන්නේ අදයි. ඳූ ලංඛාවට එන්නේ නැන්නේ මුලේ බලකලි
ජයග්රහී ඉලක්කය හබා යාමට පිටියට පිවිසි ශ්රී ලංකා ආරම්භක,ජයග්රහී ඉලක්කය හබා යාමට පිටියට පිවිසි ශ්රී ලංකා ආරම්භක
කොහෙන්ද මන්දා එක පාරම පහල වුනා බං. ඉතින් ලියලම දැම්මා පහල උන වෙලේ.,කොහෙන්ද මන්දා එක පාරම පහල වුනා බං. ඉතින්‌ ලියලම දැම්මා පහල උන වෙලේ.
"/ / / / පළමු ගෑනි, දරුවෝ බඩගින්නේ තබා ආගමේ නාමයෙන් දෙවෙනි ගෑනි එක්ක මගුල් කනවා දෙවියන්ගේ පිහිටෙන් !!!.","// // // // පුළෟ] (176), (116) 1)0]/1171(12] ර(1]] £11[1)(1£) ඒ)12)(1/ 02] 1(-[16)0:] [1)/6] ෆුය]ය)] 5)(7)[:] ස£)] 1)(01][1[1] £1/0)(1/. 17] !!!."
සතය වශයෙන්ම බුදුපියාණන් වහන්සේගේ දේශනාව යැයි අපි,සතය වශයෙන්ම බුදුපියාණන්‌ වහන්සේගේ දේශනාව යැයි අපි
“ඇයි මම උඹලට බොරු කියන්නේ… අද ඕනනම් කියපන් මම උඹලට හිරුණිව,“ඇයි මම උඹලට බොරු කියන්නේ... අද ඕනනම්‌ කියපන්‌ මම උඹලට හිරුණිව
තරඟාවලියට දෙවන වරටත් ක්රීඩා කිරීමට අවස්තාව ලැබීම ගැන සංගක්කාර හොංකො පුවත්පතකට පවසා තිබුනේ,"7] [81114 (3,130 05 කුස්‌ 10-48 [1218 )1,8:11 8 8 |”) ක්‌ 5 1 ”1211 [ස්‌ 8 [31411 510 11/4::10 5518 11/:11//:113 8 05-11 8 57111 0 ඤ:4 [2] [62 (71!) 0 හස්‌ [5212111521"
පින්වත් වැඩසටහනක් .හරිම සතුටුයි .පින්වත හාමුදුරුවෝ පිරිසක් .දැක්කත් හිත නිවන.පොඩි හාමුදුරුවෝ හැමෝටම,රින්වන්‌ වැඩසටගනක්‌ .ආරිම සතුටුයි .රින්වත හාමුදුරුවෝ පිරිසක්‌ .අක්කත්‌ ඩිත නිවන.රොඩි හාමුදුරුවෝ හැමෝටම
මෙතෙක් කතාව කියලයන්නෙ කලිං කියපු ටිකේ සාරාංශෙනෙ. ඒ මෙතෙක් කතාව බොහෝවිට මෙන්න,මෙතෙක්‌ කතාව කියලයන්නෙ කලිං කියපු ටිකේ සාරාංශෙනෙ. ඒ මෙතෙක්‌ කතාව බොහෝවිට මෙන්න
ලංකාව සංවර්ධනය කරන්න කොහොමත් බෑ මිනිස්සු හරිම ප්‍රාථමික විදිහට,ලංකාව සංවර්ධනය කරන්න කොහොමත්‌ බෑ මිනිස්සු හරිම ප්‍රාථමික විදිහට
ඉන් එහා ඔබ දක්ෂනම් අම්මා තාත්තා තුළින් විදර්ශනාව මතුකර ගත හැකිය.,ඉන්‌ එහා ඔබ දක්ෂනම්‌ අම්මා තාත්තා තුළින්‌ විදර්ශනාව මතුකර ගත හැකිය.
කතාව හරි හැබැයි මේ ළමය විතරක් ටාගට් වුණේ ඇයි කියන එකයි,කතාව හරි හැබැයි මේ ළමය විතරක්‌ ටාගට්‌ වුණේ ඇයි කියන එකයි
ඉස්සර මගේ යාළුවන්ගෙ පුරුද්දක් තිබුණා ළමයි හැදීම පිළිබඳව මගෙන් විශේෂඥ උපදෙස් ඉල්ලා,ඉස්සර මගේ යාළුවන්‌ පුරුද්දක්‌ තිබුණා ළ්‍රමයි හැදීම රිළිබඳව මගෙන්‌ විශේෂඥ උරදධ්‌ ඉලිලා
"“ඒක තේරුනම කවිය තව ලස්සනයි, ඒක අලුත් සුන්දරත්වයක්…” . ඔබට මට","“එක තේරුනම කවිය තව ලස්සනයි, එක අලුත්‌ සුන්දරත්වයක්‌...” . ඔබට මට"
මේක තමයි ජීවිතය. ටික කාලෙකට කලින් හයිකු ගැන සංවාදයක් කරන්න අවස්ථාව ලැබුණා. එතැනදී ඔබේ,0£]2ය] 168 61ර1(5. £]5] 2110(051(] ස![0එ! ඒ1(82) [1]1/2] 000155] කා(112 (අළ](3001£) [0/1]11]. ඵුරා/එාලි 1001]
කෙසේ නමුත් මෙම තත්ත්වය හේතුවෙන් මෙම වසරේ හාල් හිඟයක් ඇති නොවන බවයි කෘෂිකර්ම,කෙසේ නමුත්‌ මෙම තත්ත්වය හේතුවෙන්‌ මෙම වසරේ හාල්‌ ගිගයක්‌ ඇති නොවන බවයි කෘෂිකර්ම
