reference,generated
அந்த கரயதரசகள்மற்ற ம்அடக்க மடஉள்ளட்டஇரக்கறத,அந்த கரயதரசகள்மற்ற ம்அடக்க மடஉள்ளட்டஇரக்கறத
உறதயகசல்கறன் அல்வரல் எங்கம் இதபன்றபல்கக்சப்பட்டதல்ல,உறதயகசல்கறன அல்வரல் எங்கம் இதபனறபலக்கசப்பட்டதல்ல
ஆனல்ம சரபக்மட்டமஒரவர்எவ்வளவநரம்ச ப்படமடய ம்,ூணலம் சர்பகமட்டமஒரவர்வவளவநர்மச பபடம்டய ம
உங்கள் இறந்த மனவயம் பறக்கதகழந்தய ம் இன்றஎன்பர ர்த்தனக்கஉட்பட்டவ,உங்கள் இறந்த மனவயம் பறக்கதகழநதய ம இன்றஎனபர் ரத்தனக்கஉட்பட்டவ்
நன்உங்கள்சக தரன்எங்களக்கஇந்தமழந ரம்ப ய்சய்யப்பட்டநம்ப மடயவல்ல,நனஉங்கள்க தரன்ளங்களக்கஇந்தமழந ரமப யசயயப்பட்டநம்ப மடயவல்ல
அவர் வடகண்டஎடத்தச்சன்ற களஸ்ஹவஸல்மதப் பகறர்,அவர் வடகண்டீஎடத்தச்சன்ற கள்ஸ்ஹவஸ்லமதப் பகற்ர
நீ என்னக்ஆதரத்தய் அல்லதந ன்நற ங்கப்பயரப்பன்,நீ என்னகஆதரத்தய அல்லதந னநற ங்கப்பயர்ப்பன
அன்றஇரவநம் வழ்க்கயல்நடந்தவஷயம் நம் வழ்க்கயநசம க்கவட்டத,அன்றஇர்வநம் வழக்கயல்நடந்தவஷயம் நம வழக்கயந்தம் ககவட்டத
இப்பவல்லம்என் அரச யல்சல்வ க்க கஞ்சம்க றவதன்,இப்பவல்லம்என அரச யலசலவ கக கஞ்சமக றவதன
எப்பதவண்டமனலம்ஒரபங்க்ப ட்ஏற்படசய்வதல்மகழ்ச்ச அடகறன்,எப்பதவண்டமனலமனிபங்கப் டஏற்படசயவதலமகழசச அடகறன
ஒரவரஒர வர்பரந்தகள்ளசந்தர்ப்பத்தஉரவக்கஅதகந ரம்நம்ஒத க்கவதல்ல,ஒரவரஒர வரபரந்தகள்ளசந்தரப்பத்தஉரவக்கஅதகந ரமந்மஒத் ககவதல்ல
மற்றம்அவரததழல்நட்ப கமஷன் அலகச றந்தபத வக்கண்ட ள்ளத,மறறமஅவரததழலநடப் கமஷன அலகச றநதபத வககணட ளளத
எண் அவர் சட்டப்படநகர்த்தமட யத ஒரம ழநலவ கீழ்,எண அவர் சட்டப்படந்தரத்தமட யத ஒரம ழநலவ கீழ்
அவர்கள் ஏனனல்என்னஉங்கள்கடம்பத்தபற்றஒரபரம்தரயம்,அவர்கள் ஏன்னல்என்னஉங்கள்கடம்பத்தபற்றஒரபரமதரயம்
எங்கல்லம்கற்பள்ளவக்கவண்டம அங்கல்லம்சர யகவக்கப்பட்டரந்தத,எங்கல்மகற்பள்ளவக்கவண்டம் அங்கல்லமசர யகவக்கப்பட்டரந்தத
இந்த நட்டல்எல்லரம் மகள்கள் நன்றகஇரக்கவண்டம்,இந்த நட்டல்எல்லரம் மகளகள் நன்றத்இர்க்கவண்டம்
நீங்கள் உங்களந றய வளப்படத்தவண்டம் என்றர் பல,நங்கள் உங்களந் றய வளப்படத்தவண்டம் என்றர் பல
ஆனல்ர ஸஆன்டயன்ஸ்டஃப்பங்க சப்பட்டகறச ன்னத ல்ல,ஆனலர ஸ்ஆனடயன்ஸ்டஃப்பங்க சப்பட்டகறச னனத லல
பசமலன்ஸ்உள்ள உள்ளன வட்டபற பல்ஃபஸ்ட்வட்டயர் அவரடமரந்த,பசமலன்ஸ்உள்ள உள்ளன வட்டபற பலஃபஸ்டவட்டயர் அவரடமரந்த
மப் உன்னபத்தரமகவத்தரக்கம்பட உன் அம்மச ல்லஇரக்கங்க,ம்ப உனனபததரமகவததரககம்பட உன அமமச லல்இரக்கங்க
ஒரச றகறப்பஎழதஆரம்பத்தத வர அதஉண்மயல்பரந்தரக்கவல்ல,ஒரச றகறப்பளழ்தஆரம்பத்தத் வர அத்உணமயல்பர்ந்தர்க்கவல்ல
ஆனஉள்ளஇர ந்தவர்ற பயத்த கண்டப்பநம்மளலஜயக்கமடயம்,ஆனஉள்ளஇர் நதவரற் பயத்த கண்டப்பநமமளல்ஜயக்கம்டயம்
அந்த கணணயல்ஊடர வ அந்த அழப்பஇர ப்பதஉறதச ய்,அந்த கணணயல்ஊடர் வ அந்த அழபபஇர் பபதஉறதச ய
ஏன் நீங்கள் மலம்வந்தஅடத்தமறஎன்னடம்தன்உள்ளடகள ஒரஜ டகண்டவரவண்டம்,ஏன நீங்கள மலம்வந்தஅடத்தமற்ளன்னடமதனஉள்ளடகள் ஒரஜ டகணடவரவண்டம்
ஒரஆண்வற்றயளரம் பண்வற்ற யளரம் உள்ளனர் மலம்பர சகளம்சமமகஇல்ல,ஒரஆணவற்றயளரம் பணவற்ற யளரம உள்ளனர் மலம்பர் சகளமசமமகதஇல்ல
பல்லவஉங்களக்கசலகற ப்ப கடத்ததக நீங்கள் மன்பகற ப்பட்டரந்தீர்கள்,பல்லவடீங்கள்க்கசல்கற் பப் கடதத்தக நீங்கள் மனபகற பபட்டர்ந்தீர்கள்
உங்க கணவர் நீதமன்றவ சரணயஎதர்க ள்ளவண்டயரக்கம்,உங்க கணவர் ந்தமன்றவ சரணயாதரக ளளவணடயரககம்
நன்உரவக்கயவளயட்டல்உன் யசனகளதணப்பதஒரபதம்வ லக்கத,நனஉரவககயவளயடடல்உன யசனகளதணப்பதஒர்பதமவ லக்கத
ஆனல்நீங்கள்பஸ்பர்டடன்வரவீர்கள்என்றசன்னீர்கள்,ஆனலநீங்களபஸ்பரட்டனவரவீரகளஎனறசனன்ர்கள
இதக வலமகவஅல்லதஅநயயம கவ நீ ஆக்க மட்டய்என்றநனத்தன்,இதக வலமகவஅல்லதஅநயயம் கவ நீ ஆகக மட்டயஎன்றநனத்தன
இப்பஒரஇல்லத்தரச அடப்படரடய நவகஷனஞபகப்படத்தமயற்சக்கறன்,இப்பஞரஇல்லத்தரச் அடபபடரடய நவக்ஷனஞ்சதப்படத்தமயறச்ககறன
நம் வீட்டம ல்தளத்தல்இரப்பவரப் பற்றக ஞ்சம்அத கமகதரந்தக்கள்வத,நம வீட்டம் லதளத்தல்இரப்பவரப் பற்றக் ஞ்சமஅத் கமகதரந்தக்களவத
பர்பர்எப்பத வதவன்மறயக நடந்தக்கண்டதபர்த்ததண்ட,பரபர்எப்பத வதவனமற்யக நடந்தக்கண்டதபரத்ததண்ட
தந்தயன்தந்தவீட்டல்இரக்கற ன் அவர்பசதடக்கப்பட்டர க்கறத,தந்தயன்தந்தவீட்டல்இரக்கற ன் அவர்பசதடக்கப்பட்டர க்கறத
உங்கள் மலவனகண தமஸ்டர்பல நன்ப ரதனரடம்பகர் சய்யமட்டன்,உங்கள் மல்வன்கண் தமஸ்டர்பல் நனப ரதனரடம்பதர சயயமட்டன
அல்லதத ரப்படங்களப்பலவஅனபவக்க ம்வரப்பமகஇரந்தத,அல்லத்த ரப்படங்கள்ப்பல்வஅன்பவக்க மவரப்பம்கஇரந்தத
அவரடன்நல்லறவஏற்படத்தவரம்பன ல் தனமம் அவரக்ககல உணவக ண்டவந்ததரப்படம்,அவரடனநல்லற்வுறையடத்தவரம்பன ல் தனமம் அவர்க்கல் உணவக ணடவந்ததரப்படம்
ஓ நீங்களம்அம்மவம்இரக்கம் பகப்படங்களபர்க்கறீர்கள அப்ப,ஓ நீங்களம்அம்மவம்இரக்கம் பகப்படங்களபர்க்கறீர்கள அப்ப
ஏற்ற ஒரவ ஷயத்தலம்ஜப்ப ன்சறந்த வளங்கவதகக்கள்வப்பட்டன்,ஏற்ற ஒரவ ஷயததலமஜப்ப னசறநத் வளங்கவதக்ககளவப்பட்டன
சரயத்தற்கமன்ன ல்பீர்கட க்கவ ண்டம் என்பதஅவர்கள்சர யகசன்ன ர்கள்,சரயததற்கமனன் லப்ரகடக்கவ ணடம எனபதஅவர்களசர யகசனன ரகள
உங்களக்கஆற தல்சல்லதன்வந்தன் சய்தயசல்வதற்கஅல்ல,உங்கள்க்கஆற தல்சல்லதனவந்தன சயதயசலவதற்கஅல்ல
பன்னர்அவர்வண்வளயல்ஒர வக்கறத மற்றம்அவர்சரக்கம்,பனனரஅவரவணவளயல்ஒர வக்கறத மறறமஅவரசரககம
ஜர்லமரல்அவர்களயம் உன்னயம் ஒரகரடயடம்இரந்தகப்பற்ற னர்,ஜரலமர்லஅவர்களயம் உனனயம் ஒரகரடயடம்இரந்தகப்பற்ற னர
உயரகத்தஓடபவதற்கபதல் ஜர்ஜயவல்என்ன கப்பற்றவந்ததற்க,உயரகத்தஓடபவதற்கபதல் ஜரஜயவல்என்ன கப்பற்றவந்ததற்க
இதஒரபரய தண்டன்மற்றமகம் என் பத்தகத்தல் உங்களக்கத்தரயம,இதஒரபரய தண்டனமற்றம்கம் என பததகததல் உங்களக்கத்தரயம
ஒரத லபசயரயம்உங்கள்இரப்படத்தத் தல்லயமகக்கடக்க ம்,ஒரத லபசயரயம்உங்களஇரப்படத்தத் தலையமக்ககடக்க ம
மன்றவஷயங்கள்மட்ட மஉள்ளன இந்த உலகல்ந ன்வற க்கறன்,மன்றவஷயங்களமட்ட மஉள்ளன இந்த உலகலந னவற கதறன
ஆசரயர்மன க்களஎழதக்கண்டஇரந்தர் ஆனல்எதவம்மறவல்ல,ஆசரயரமன ககள்எழதக்கண்டஇரந்தர ஆனல்எதவமமறவலல்
இந்த ஒரவ ளப்படயன தகதயழப்ப அல்லதஅததன்ற ம்எனவ,இந்த ஒரவ ளப்படயன் தகதயழப்ப அல்லதஅத்தன்ற மஎனவ
அந்த பதமர ந்தஉங்கள்உடலக்கள் மதல்மறசல்லம்பத,அந்த பதமர நதீஉங்களஉடலக்கள் மதலமறசல்லம்பத
ஒரவரக்கரவர்பத்த யம்படக்கம் எங்கள் பஸயனகலஅட்டவணயல்இரந்தநரம்ஒதக்கவ,ஒரவரககரவரபதத யம்படக்கம் எங்கள் பஸ்யனகல்அட்டவணயல்இரந்தநரமஒத்தகவ
இல்ல இந்தப்பம்ப அவர்களகஉரவக்கயஒரகண்டபடப்ப,இல்ல இந்தப்பம்ப அவர்களகஉரவக்கயஒரகண்டபடப்ப
இதமீண்டம்கண்டவரவண்ட ம் சலக ழந்தபரவ நனவகள்,இதம்ணடமகண்டவரவணட ம சலக ழநதபரவ நனவகள
எப்படநீங்கள்உங்கள்பர்க்கபகறர் உள்ளன வளயவழய ல்சந்த,எப்படந்தகளஉங்களபர்க்கப்கற்ர உள்ளன வளயவழய லசந்த
இவ்வளவக ர்பட்டயம் ரண்டம டகள் தரயல்லம்தண்டஎதவம்க ட்கத,இவவளவக ரபடடயம் ரணடம் டகள தரயலலம்தண்டஎதவமக டகத
ஆண்களக்கல்லம்பீர யட்ஸ்வந்த எப்படஇர க்கம் நீங்கஎன்னந னக்கறீங்க,ஆணகளககலலமமபர் யடஸ்வந்த எப்படஇர் ககம நீங்களனத னக்கறீங்க
நன்உங்கள்மகனக்கஏதவதவ ங்கனன் பன்னர்அவரடம்கடங்கள்,நன்உங்களமகனகதைவதவ ங்கனன பன்னரஅவரடம்கடங்கள
இந்தப் பரசநீங்கள்இறக்கம்வரஇரக்கம் நீங்கள் வரம்பம்பதஇதப்பயன்படத்தலம்,இந்தப் பரசநீங்கள்இறக்கம்வரஇரக்கம் நீங்கள் வரம்பம்பதஇதப்பயன்படத்தலம்
நீங்க இத்தனந ளசல்லமஅடக்க வச்சரந்ததசன்னதபரயவஷயம்தன்,நீங்க இத்தனந ளசலலமஅடக்க வசசரநததசனனதபரயவஷயமதன
அவற்றல்பலவற்றப்பற்ற கவதயகவஉரகப கழ்ந்தரக்கம்,அவற்றலபலவற்றப்பற்ற கவதயகவுஉர்கப் கழந்தரக்கம்
மர்த்தக்ககடச யஅவவரப்பப்பட சய்யமடயறதன்னநன்யக க்கற ன்,மரத்தக்கடச் யஅவ்வரப்பப்பட் சயயம்டயற்தன்னநீன்யக் ககற ன
ஐவபக்கனசரசய்யப்பட்டஎரபரள்மற்றம்பலட்கணக்கீடகளநன்தரக றன்,ஐவபககனசரசயயப்பட்டளர்பர் மற்றம்பலடகணக்கடகளநனதரக றன
இப்படஎனக்கவழ்க்கலவந்த அடத்தசங்கடம்என்னன்ன,இப்பட்எனக்கவழக்கல்வந்த அடத்தசங்கடம்என்னன்
உங்கள் வக்கறதக்கநன்ற அனத்ததர ப்பகளம்சதரணமக மீண்டம்வர கன்றன,உங்கள் வக்கறதக்கநன்ற அனதததர பபகளமசதரணமக மண்டமவர கனறன
அதவமல்லமல்அவரட யநற்கணத்தப் பற்றசந்தகங்கள்எழம்பஉள்ளன,அதவமல்ல்மல்அவரட யநறகணத்தப் பற்றசந்தகங்கள் இம்பஉள்ளன
இப்பதநன்ஃபன் மலமகக ரடட்கர்ட எண்ணக்க டக்கறன்,இப்பதநனஃபன மலமகக ரடகதரட எண்ணகக டக்கறன
உண்மயலயமகழ்ச்சயகஇரக்கறீர்கள தரமணமக வர டங்கள்கழத்த,உணமயலயமகழசசயகஇர்க்கற்ரகள் தரமணமக வர டங்களகழத்த
அவள உண்மயகஅவள் என்னவஅதன நன்ப றக்கணக்கமல்அவளக்க,அவள் உணமயகஅவள் என்னவஅதன் நனப றக்கணக்கமல்அவளக்க
நீங்கள் அவரச டப்பக றீர்கள்என்ற ல் நீங்கள் என்னயம்சட வண்டம்,நீங்கள் அவரச டப்பக றீர்கள்என்ற ல் நீங்கள் என்னயம்சட வண்டம
அவ்வளவஅச்சறத்தலனவஷயம் உன்னடம்என்னஇர க்கறத,அவவளவஅசசறததலனவஷயம் உனனடமஎனனஇர ககறத
பரயத ஆம் என்ன ல் மீன்களடன்ப சமடயம் அதனல் என்ன,பரயத ஆம் என்ன ல மீனகளடனப சமடயம் அதனல் என்ன
எனவ அந்தகட்சயஉனக்கக டக்க மயற்சக்கலம்என்றநனத்த ன்,எனவ அந்தகடசயஉனகக்க டக்க மயறசக்கலமஎன்றநனத்த ன
நன்என்றல்என்றஉணர்ந்த எப்பதம்மக்ஸக்கமற்றபகறத,நனஎன்றல்என்றஉணர்ந்த எப்பதமமக்ஸ்க்கமறற்பகற்த
சட்டஅமலக்கத்தற்கஎன்னவ ண்டம் மகவர்பதலளக்கவண்ட ம்,சட்டஅமல்ககத்தற்களனவ ணடம் மகவர்பதல்ளக்கவண்ட ம
மகம க்கயமக நங்கள்பட்டசய வல்தடர்பகண்டதகத்தரகறத,மகம் ககயமக நங்களபட்டசய வலதடர்பகண்டத்தத்தரகறத
மலம்அந்தப்பக்கம் அம்ப மன மற்றம்அம்மநற்கம்இடம்,மலமஅந்தப்பக்கம் அம்ப மன மற்றம்அமமநற்கமஇடம்
ஓரஆள் என்னகல்ல நீ கர்டஜீனவற்கஅனப்ப யவன்தன்,ஓரஆள் என்னகல்ல நீ கர்டஜீனவற்கஅனப்ப யவன்தன்
அவர் தளக்கத்தரம்பனர் அவன் எங்கயரந்தவந்த ன்,அவர் தளக்கத்தரம்பனர் அவன எங்கயரந்தவந்த ன
நன்அந்தமட்டள்எனமட்டள் நீங்கள் கரமத்தல்மீண்டம்சக்க,ட்டினஅந்தமட்டள்ளனமட்டள் நீங்கள் கரமத்தலமணடமசகக
நீங்க உள்ளட்டமரந்தச்சீட்டஎண் எட்ட ஒன்பத ஏழ ஒன்பத,நீங்க உள்ளட்டமரந்தச்சீட்டஎண் எட்ட ஒன்பத ஏழ ஒனபத
ஆனல்அவள்மன்மயனஉடலல் என்னடயஅழ க்கனககள் படவத,ஆனல்அவளமனமயன்உடல்ல் என்னடயஅழ் ககனக்கள் படவத
மன்னக்கணம் வவ கமனக்கதரய நன்எப்படஎன்னமறந்த டறன்னஉனக்கத்த ரயம்,மன்னகணம் வல கமனகதரய நன்எப்பட்என்னமறந்த டற்னனஉனககதத ரயம்
ஒரப ன்னக கட்டல்பன்னசல தண்டகள் சண்டகளக்கவயதன பண்ணன்தண்ட,ஒரப னனக கட்டல்பனனசல் தண்டகள் சண்டகளகக்கியதன் பண்ணனதண்ட
அவர்கள் என்ன சய்வர்கள் என்னடன்ச ய்தரக்கறீர்கள,அவர்கள் என்ன சயவர்கள் என்னடனச யதரக்கறிர்கள
நன்ல சர்மத ப்பவரயவ ண்டம் மற்றம்ம ழமதல்கட்டள பதலம்,நீனல் சரமத பபவரயவு ணடம் மற்றம்ம ழமதல்கட்டள் பதலம்
இததப்பச்சன்ன நமகஷ்டப்பட்ட உரவக்கயதஎல்ல ம்வீணகவ டம்,இத்தப்பச்சன்ன நமக்ஷடப்பட்ட உரவக்கயதஎல்ல மவணகவ டம
நீங்கள் என்பதல் உங்கள் இலக்கக்ககட்டத்தட்டநரக்கமகஉள்ளத,நங்கள் என்பதல் உங்கள் இலக்கக்ககட்டத்தட்டநரக்கமக்உள்ளத
மற்றம்ம ன்றகண்களடன்அண்டங்கக்ககளன்மற்றம்கரப்பமய,ம்ற்றம் ன்றகண்கள்டன் அண்டங்கக்களை மற்றும் கரப்பம் ப
என் மகள் அவளததந்தயடன்வளர்கறள் அவள் சகதரன்என்னடன்வளர்கறன்,என மகள் அவளததநத்தயடனவளர்கறள அவள சகதரன்என்னடனவளர்கறன
பபக்கஎதர கபலயல் தன்பறத்தல் பகரளக்கவரம்பகறன்,ப்பக்களதர கபலயல் தனபறத்தல் பகரளக்கவரம்பகறன
தரவஹ ட்ரஜன்பயன்படத்தவர்கள்என்ற ஹயஸ்டனடமரந்தசய்தவந்தரக்கறத,தரவஹ டரஜனபயன்படத்தவரகள்என்ற ஹயஸ்டனடமரந்தசுயதவநதரககறத
அவரதகடனவலக்கத்இதற்கவக மதயகரீடதனதமதல்பஸ்பல்வள யட்ட அவனஅழ த்தபனத,
இப்பஎதயம்சல்ற அளவக்கநீங்க மட்டள்இல்லன்னஎனக்க த்தரயம்,இப்பளதயமசல்ற அளவககநிஙக மட்டளஇல்லனனஎனக்க ததரயம
நன்க ள்வப்பட்டன்அங்க நலமக ஞ்சம் சரயல்லன்ன,நனக ளவப்பட்டனஅங்க நலம்க ஞ்சம் சரயல்லன்ன
ஆனல்ந ன் அவளடன்எந்ததடர்பம்இல்லஎன்றஎன் கழந்த கள் மீதசத்தயம் சய்க றன்,ஆனலந ன அவளடனளநததடரபமஇல்லளன்றஎன கழநத கள மீதசததயம் சயக றன
மகழ்ச்சதர ம்அனத்தம்ஆபத்தனவஎன்ற அவர்கள் சல்வர்கள்,மகழச்சதர மஅனததமஆபததனவஎன்ற அவர்கள் சலவர்கள
மலக்கடத்தட்டயல்தனதகலத்தல் டரகன்களன் நற்றக்கணக்கன கன்றவட்டன்என்றர்,மல்ககடததட்டயல்தனதகலத்தல் டரகனகளை நறறக்கணக்கன கனறவட்டன்என்றர
எங்களடயதப்பலவ உங்கள்உடகளம் சத்தமனபர ணவயநரம்பயவ,எங்களடயதப்பல்வ உங்களஉடகளம் சதத்தனபர் ணவயநரமபயவ
ஆனவ ஷயம்என்னன நம்ம எல்லரக்கம்பதத வக்கம்வணம்,ஆனவ ஷயமஎன்னன நமம எல்லரககம்பத்த வக்கமவணம
பதப்பண யமர்த்தல்கள்ககளஅறமகப்படத்தம் மன்னரவல க்கஎடக்கப்பட்டவர்,பதப்பண யமரததல்களககளஅறமகப்படத்தம் மன்னரவல் ககளடக்கப்பட்டவர
அதிர்ஷ்டவசமாக எங்கள் மனிதன் கண்ணாடிகள் அணிந்து,அதிரஷடவசமாக எங்கள் மனிதன கண்ணாடிகள் அணிந்து
சலச க்கல்கள்இர க்கன்னஎனக்க ம் தரயம் ஆனஎதவம் சட்டவரதமனதஅல்ல,சலச ககலகள்இர ககனன்னக்க ம தரயம் ஆனாதவம் சட்டவரதமனதஅல்ல
இரண்டப லீஸ்கரர்கள்ஆபத்தனநலயல்உள்ளனர்மற்றம்சரக்க றய்வரகற ம்,இரணடப லீஸ்கரரகளஆபததனநலயல்உளளனரமறறமசரகக றயவரகற ம
நீங்கள் அவளக்கள்பம்ப்சய்யநர்ந்தல்என்னடம்ச ல்,நீங்கள் அவளக்களப்பட்சயயநரந்தல்என்னடமச ல
நன்எத யம்பர்த்ததல்ல அவரசந்தகக்கஎனக்க உதவகறத,நனஎத யம்பரதத்தல்ல அவரசநதகக்களைக்க உதவகறத
அவற்றன்ப தகப்பஓடகள் இல்லமல் வற வழயன்ற அவதரமட்டத்தல்வழகன்றன,அவற்றனப் தகப்படுடகள் இல்லமல் வற வழயன்ற அவதரமட்டத்தல்வழகன்றன
உங்கள் மகள் அப்படக்க றயதற்க என்னடமம்என்கடம்பத்தடமம்மன்னப்ப,உங்கள் மகள் அப்படக்க றயதற்க என்னடமம் ததடமமமனன்பப
உங்களன்ஆக்ஸஜன்அளவ கறய ஒரந மடம்மன்பவீரர்கள்உங்களமீட்டனர்,உங்கள்ளஆகஸ்ஜனஅளவ் கறய ஒரந மடம்மன்பவரர்கள்உங்களம்ட்டனர
வளப்படயவசல்றன் நீங்கஎன் தீர்ப்ப சந்தகப்படறதஎனக்கஅவமனம இரக்க,வளப்படயவசல்றன நீங்களன தீர்ப்ப சந்தகப்படறதஎனககஅவமனம இரக்க
நச்சயம இன்னம் என்ன ஒர ஐந்தவரஷம்ஆனத க்கஅப்பறம்பவம,நசசயம் இனனம் என்ன ஒர ஐநதவரஷமஆனத ககஅப்பறம்பவம்
இறந்தவர்களம ன்றவதநள்த ற்கப் பகதயல்பதத்தம்,இறந்தவர்களம் ன்றவத்நளத் றகப் பகதயல்பத்ததம
இளஞர்கள்த க்கமடவர்கள்என்ற நன்ஒர மறநன த்த ன்,இளஞர்களத் ககமடவர்கள்ளற் நன்ஒர் மற்றன் தத ன
உன் தனப்பட்டப லனய்வளரடமரந்த ஏதவதகள்வப்பட்டய,உன தனபபட்டப் லனயவளரடமரந்த ஏதவதகளவபபபட்டு '
நீங்கள் ஒரப ண்ணகஇரந்தல் நீங்கள்எதர்க்க மடயத,நீங்கள் ஒரப ண்ணகஇரந்தல் நீங்கள்எதர்க்க மடயத
அதப்ப றத்தடங்ககறம்என்ற நனக்கம்பத இறந்த வடவம்,அதப்ப றததடங்ககறமஎன்ற நனககம்பத இறந்த வடவம
உங்கள் வயதிற்கு ஏற்ற வேலையை மட்டும் பாருங்கள்,உங்கள வயதிற்கு ஏற்ற வேலையை மட்டும் பாருங்கள
என் ஒரம லகண்டபடக்கநர்வகக்கப்படம் உங்கள் பயர்ப லீசர் சன்ன,என ஒரம லகண்டபடக்கநரவக்ககப்படம் உங்கள் பயரப லீசர சனன
தன்தந்தயடன்வளயவ ழ்ந்தச றமயப்பற்றநீங்கள்எப்பதவதக ள்வப்பட்டரக்கறீர்கள,தனதநதயடனவளயவ ழந்தச றமயப்பற்றந்ங்கள்எப்பதவதக ளவபபட்டர்கள்
மற்றம்உன்னடம்நன் கடத்தகர்டல் நீ ஒர மட்டய்சய்பவர்,0ற்றம்உன்னடமநீன் கடத்தகரடல் ந ஒர மட்டயச்யப்வர்
ஃபர்ட்ட ர்லங்க்டனல்நடந்ததபல மீண்டம்நடக்கமலரக்கணம்,ஃபரட்ட ரலங்கடனலநடந்ததபல் மீண்டமநடக்கமலரக்கணம
டக்டர்அவரஇன்னம்கற்றத்தர்ந்த டக்டரடம்அழ த்தசல்ல சன்னர்,_கடரஅவரஇன்னம்கற்றத்தரந்த டகடர்டமஅழ ததசல்ல சன்னர்
என்னக்க ப்படலம் ஏன்ன எனக்க மனதர்களட உட்கர்ந்தஅரட்டஅடப்பதல்லம்ரம்பபடக்கம்,என்னக்க பபடல்ம ஏன்ன எனக்க மனதர்களட உடகரந்தஅரட்ட அடபபதல்ல்மரமப்படக்கம்
நன்ஒரஹட்டல்வயட்டர்என்றஅவர் சன்னததர ந்தரக்கலம்இல்லய,நனஒரஹட்டலவயட்டர்என்றஅவர் சன்னததர நதரக்கலம்இல்லய
இத்தரப்படபடப்படப்பன்பதஎந்த வலங்ககளம்தன்பறத்தபடவல்ல,இத்தரப்பட்டப்பட்டப்பட்டப்பத்தாந்த வலங்ககளமதன்பறத்தபடவல்ல
பதமகங்கள்ஒரதயரப்பக்கபத்தணர்வ கண்டவர வர்கள்,பதம்கங்கள்ஒரதயரப்பக்கபத்தணர்வ கண்டவர் வர்கள்
நவக்கபள்ளக்கடம்அமரக்க வல இன்னம்நல்லஇரக்கம் இல்ல,நவக்கபள்ளக்கடம்அமரக்க வல இன்னம்நலலஇரக்கம் இல்ல
எனல்நீங்கள்அன வரடமம்இரந்த தள்ளயரக்கவண்டம் மன்,எனலநீஙகளஅன வரடமமஇரநத தளளயர்க்கவணடம மன
பதமழ சம் டன் சப்பசப்பம் மட்டயம்கட்டஅடச்சர க்க,"18,000 சம் டன் சப்பசப்பம் மட்டயம்கட்ட அடச்சர் க்க"
ஏன்னஉன்னஅடத்ததநன்எப்பபர்க்க மடயம்னஎனக்கத்தரயல,ஏன்னஉன்னஅடத்ததநன்எப்பபர்க்க மடயமன்எனக்கத்தரயல்
அவர்கள் தடர்பதண்டக்கப்படஏதவதக ரணம்இர க்கம்,அவரகள தடரபதண்டக்கப்பட்டரதவதக ரணமஇரா ககம
நன்த ன்தகடகளல்கறப்ப கள்எழதனன் மற்றம்ஒட்டவதற்கஉதவன ன்,நனத னதகடகளல்கற்ப்ப கள்ளழ்தன்ன மற்றமஒட்டவதற்கஉதவன் ன
அதல பரச்சயடயதஎன மக்களக்கத்தர யவண்ட ம்என்பதற்கக,அதல் பரசசயடயத்என மக்களக்கத்தர யவண்ட மஎனபதற்கக
அந்த சவர்மட்டமசயல்படத்தகறத பறக்கணக்கஎங்களக்க,அந்த சவரமட்டம்சயல்படத்தகறத் பறக்கணக்களங்கள்க்க
இவஅனத்தயம்அரசங்கம்அறந்தரந்ததஎன்பதஉங்களக்கத்தரயம்,இவஅனத்தயம்அரசங்கமஅறந்தரந்தத்எனபத்உங்கள்க்கத்தரயம்
நன்வ ரம்பம்அளவக்கமட்டள்இல்ல நன்உங்களஏமற்றகறன்ஐய,நனவ ரமபமஅளவக்கமட்டளஇல்ல நன்உங்களஏமறற்கறனஐய
பகப்படப்பதத்தவர நீங்கள் ஆரக்கயமகஇரக்கறீர்கள்,பகப்படப்பதத்தவர நீங்கள் ஆரக்கயமகஇரக்கறீர்கள்
ஒரமனதர்தன் மட்ட ம்இவ்வளவஉறஞ்சக் கள்ளக்கடம்,ஒரமனதரதன மட்ட மஇவவளவஉறஞ்சக கள்ளக்கடம்
ஏன் நன்அவர்ஐர ப்பயஅல்லத ஏதவதஇர க்கம்என்றநனத்தன் எனக்க தரயத,ஏன நனஅவரஐர் பபயஅல்லத் ஏதவதஇர ககமஎன்றநனத்தன் எனக்க தரயத
அவர்கள் மீண்டம்மீண்டம்நம்மமீண்ட ம்தக்கவர்கள்,அவர்கள் மீண்டம்மீண்டம்நம்மமீண்ட ம்தக்கவர்கள்
சர நீங்கசய்வதப்பர்க்கம்பத நீங்க ரம்பத ரயசலன்னநன்நனக்கறன்,சர நீங்கசயவதப்பர்க்கம்பத நீங்க ரம்பத ரயசலனனநனநனதனக்கறன
என் சத்தத்தஉன்நரம்பகளல்ஊற்ற நன்ம கவம்வரம்பகறன்,என சதததத்தஉனநரமபகளல்ஊற்ற நனம கவமவரமபகறன
கறஸ் நீங்கள்என்னநனவல் வத்தரப்பதல்மகழ்ச்சஅடகறன்,கறஸ் நீங்களான்னநனவல் வததரப்பதலமகழ்ச்சஅடகறன
அப்பவகஇர ப்பதஎவ்வளவகடனம் என்றய ரம்சல்வதல்ல,அப்பவக்இர பபத்எவவளவகடனம் என்றய ரமசலவதல்ல
