reference,generated
இப்பதநன்நறத்தவளவகள்ஏற்படத்தம்மற்றம்நீங்கள்ந னக்கம்ப த,ப்பதநன்நறத்தவளவகள்ஏற்படத்தம்மற்றம்நீங்கள்ந னக்கம்பத
நீ தீவவ ரம்பவல்லஎன்றஎனக்கதர யம் ஆனல்நீங்கள்அத சய்யவட்டல்,நீதீவவ ரம்பவல்லஎன்றஎனக்கதரயம் ஆனல்நீங்கள்அத சய்யவட்டல்
அதஅவர்கள்கப்பந்தக்கபயன்பட த்தஅனமதப்ப ர்கள்என்றநன்நனக்கவல்ல,அதஅவர்கள்கப்பந்தக்கபயன்படத்தஅனமதப்ப ர்கள்என்றநன்நனக்கவல்ல
எரக்என்றபயரநன்இல்லதபத பீட் என்றநீமற்றவல்லய,எரக்என்றபயரநன்
அவள் ரட்ரக்சலரந்தஏறகண்ட ள் நீங்கள் ரீயனயன்ஐல ன்ட்சல்,அவள் ரட்ரக்சலரந்தஏறகண்டள் நீங்கள் ரீயனயன்ஜலன்ட்சல்
நம்எதர்ப்பதரவத்தல்டீன் பயப்படவர்என எங்களடம்நீசன்னய,நம்எதர்ப்பதரவத்தல்டீன் பயப்படவர்என எங்களடம்நீசன்னய
கண்கள் வரக்கப்படவண்டம் அதபழக்கமன மகம்பலஇர க்கவண்டம்,கண்கள் வரக்கப்படவண்டம் அதபழக்கமன மகம்பலஇர க்கவண்டம்
அதவத இந்த வளச்சத்தல்கஞ்சம்அடர்த்தயகத்தரயலம்,அதவத இந்த வளச்சத்தல்கஞ்சம்அடர்த்தயகத்தரயலம்
நறமறயற்றசக்ல ட் மற்றம்ஜ லட்டன்சர்க்கரநீர்,நறமறயற்றசக்ல ட் மற்றம்ஜ லட்டன்சர்க்கரநீர்
உங்கள் இரவரயம்இங்கபர்ப்பன்என்றநன்ந னக்கவ ல்ல,உங்கள் இரவரயம்இங்கபர்ப்பன்என்றநன்ந னக்கவல்ல
உனக்கத ரயம என் படக்கயல்பறகளவத்தரக்கறர்கள்,உனக்கத ரயம என் படக்கயல்பறகளவத்தரக்கறர்கள்
நங்கள்ஏற்கனவஎன்னசய்க றம்என்பதல் நங்கள்நன்றகஇரக்க றம் ஐய,நங்கள்ஏற்கனவஎன்னசய்க றம்என்பதல் நங்கள்நன்றகஇரக்கறம் ஐய
சட்டங்பண்ணம்பததன்அவள் தகவல பகர்ந்தகண்டரந்தரப்பள்,சட்டங்பண்ணம்பததன்அவள் தகவல பகர்ந்தகண்டரந்தரப்பள்
அதவத நீ உடலளவல்அங்க இரந்த ய் ஆனல்ச யநனவடஇல்ல ப ரகறத,அதவத நீ உடலளவல்அங்க இரந்த ய் ஆனல்ச யநனவடஇல்ல ப ரகறத
வலவனஒன்றக்கண்ட நீங்கள் கஞ்சம்உயர்ந்தவரகத்தரக றத,வலவனஒன்றக்கண்ட நீங்கள் கஞ்சம்உயர்ந்தவரகத்தரக றத
எப்படநீங்கள்நம்பக்கக்க டவஸ ல்தண்டக்கவண்ட ம்,எப்படநீங்கள்நம்பக்கக்க டவஸ ல்தண்டக்கவண்டம்
உங்கள் ஏவகணகளஉரவ க்கம்டர மட்டல்பவ்கட ஞ்சறமகமல் உள்ள,உங்கள் ஏவகணகளஉரவ
பரம்பலனமக்களக்ககணமடவதல்கடம்பங்கள்ஒரமக்கயபகதயகம்,பரம்பலனமக்களக்ககணமடவதல்கடம்பங்கள்ஒரமக்கயபகதயகம்
நீ எப்படச த்த இப்படயர் சஞ்சங்கனதரஞ்சக்கணம்,நீ எப்படச த்த இப்படயர் சஞ்சங்கனதரஞ்சக்கணம்
பதன்கழமரட்டரகளப்சந்தப்பல் பக்கடசீஸ்பட்ட யல் நீதன்நட வர்,பதன்கழமரட்டரகளப்சந்தப்பல் பக்கடசீஸ்பட்டயல் நீதன்நடவர்
கறவனபரய வலங்க கள்இரக்கம் ஒரபதயநீர் தளய அதகண்டபடத்தத,கறவனபரய வலங்க கள்இரக்கம் ஒரபதயநீர் தளய அதகண்டபடத்தத
பண்களஇழ வபடத்தறம்னஹடசன்ன அதனலஇதமீண்டம்யசப்ப ம்,பண்களஇழ வபடத்தறம்னஹடசன்ன அதனலஇதமீண்டம்யசப்பம்
ஆனல்நீஓவன்கவ் பற்ற கறம்ப ய்களநன்கட்டக்கண்டத ன்இரக்கற ன்,ஆனல்நீஓவன்கவ் பற்ற கறம்ப ய்களநன்கட்டக்கண்டத ன்இரக்கறன்
இதபலமர யதயல்லதபச்சக்களயம் எகத்தளங்களயம்நன் நறயப ர்த்த ரக்கன்,தபலமர யதயல்லதபச்சக்களயம் எகத்தளங்களயம்நன் நறயபர்த்த ரக்கன்
இந்த மறநீங்கஅதம ய்ப்படவத பர்க்கத ன்பறீங்க,இந்த மறநீங்கஅதம ய்ப்படவத பர்க்கத ன்பறீங்க
சக் பர்மன்கல யல்வரன்க வ்பரயவனககரதவசரக்கப்படவன்,சக் பர்மன்கல யல்வரன்க வ்பரயவனககரதவசரக்கப்படவன்
ஆனல்ந ன்அங்கசீகங்கசல்ல கடத்தன் எனமனசல சயடச்ச,ஆனல்ந ன்அங்கசீகங்கசல்ல கடத்தன் எனமனசல சயடச்ச
பர்டல்ஒர இரக்ககடத்தத உங்கள் சந்தப ரவன்தலவர்,பர்டல்ஒர இரக்ககடத்தத உங்கள் சந்தப ரவன்தலவர்
அந்த கரயதரசகள்மற்ற ம்அடக்க மடஉள்ளட்டஇரக்கறத,அந்த கரயதரசகள்மற்றம்அடக்க மடஉள்ளட்டஇரக்கறத
உறதயகசல்கறன் அல்வரல் எங்கம் இதபன்றபல்கக்சப்பட்டதல்ல,உறதயகசல்கறன் அல்வரல் எங்கம்
ஆனல்ம சரபக்மட்டமஒரவர்எவ்வளவநரம்ச ப்படமடய ம்,ஆனல்ம சரபக்மட்டமஒரவர்எவ்வளவநரம்ச ப்படமடயம்
உங்கள் இறந்த மனவயம் பறக்கதகழந்தய ம் இன்றஎன்பர ர்த்தனக்கஉட்பட்டவ,உங்கள்
நன்உங்கள்சக தரன்எங்களக்கஇந்தமழந ரம்ப ய்சய்யப்பட்டநம்ப மடயவல்ல,நன்உங்கள்சக தரன்எங்களக்கஇந்தமழந ரம்ப ய்சய்யப்பட்டநம்ப மடயவல்ல
அவர் வடகண்டஎடத்தச்சன்ற களஸ்ஹவஸல்மதப் பகறர்,அவர் வடகண்டஎடத்தச்சன்ற களஸ்ஹவஸல்மதப் பகறர்
நீ என்னக்ஆதரத்தய் அல்லதந ன்நற ங்கப்பயரப்பன்,நீ என்னக்ஆதரத்தய் அல்லதந ன்நற ங்கப்பயரப்பன்
அன்றஇரவநம் வழ்க்கயல்நடந்தவஷயம் நம் வழ்க்கயநசம க்கவட்டத,அன்றஇரவநம் வழ்க்கயல்நடந்தவஷயம்
இப்பவல்லம்என் அரச யல்சல்வ க்க கஞ்சம்க றவதன்,ப்பவல்லம்என் அரச யல்சல்வக்க கஞ்சம்க றவதன்
எப்பதவண்டமனலம்ஒரபங்க்ப ட்ஏற்படசய்வதல்மகழ்ச்ச அடகறன்,எப்பதவண்டமனலம்ஒரபங்க்ப ட்ஏற்படசய்வதல்மகழ்ச்ச அடகறன்
ஒரவரஒர வர்பரந்தகள்ளசந்தர்ப்பத்தஉரவக்கஅதகந ரம்நம்ஒத க்கவதல்ல,ஒரவரஒர வர்பரந்தகள்ளசந்தர்ப்பத்தஉரவக்கஅதகந ரம்நம்ஒத க்கவதல்ல
மற்றம்அவரததழல்நட்ப கமஷன் அலகச றந்தபத வக்கண்ட ள்ளத,மற்றம்அவரததழல்நட்ப கமஷன் அலகச றந்தபத வக்கண்டள்ளத
எண் அவர் சட்டப்படநகர்த்தமட யத ஒரம ழநலவ கீழ்,எண் அவர் சட்டப்படநகர்த்தமட யத ஒரம ழநலவகீழ்
அவர்கள் ஏனனல்என்னஉங்கள்கடம்பத்தபற்றஒரபரம்தரயம்,அவர்கள் ஏனனல்என்னஉங்கள்கடம்பத்தபற்றஒரபரம்தரயம்
எங்கல்லம்கற்பள்ளவக்கவண்டம அங்கல்லம்சர யகவக்கப்பட்டரந்தத,எங்கல்லம்கற்பள்ளவக்கவண்டம அங்கல்லம்சர யகவக்கப்பட்டரந்தத
இந்த நட்டல்எல்லரம் மகள்கள் நன்றகஇரக்கவண்டம்,இந்த நட்டல்எல்லரம் மகள்கள் நன்றகஇரக்கவண்டம்
நீங்கள் உங்களந றய வளப்படத்தவண்டம் என்றர் பல,நீங்கள் உங்களந றய வளப்படத்தவண்டம் என்றர் பல
ஆனல்ர ஸஆன்டயன்ஸ்டஃப்பங்க சப்பட்டகறச ன்னத ல்ல,ஆனல்ர ஸஆன்டயன்ஸ்டஃப்பங்க சப்பட்டகறச ன்னத ல்ல
பசமலன்ஸ்உள்ள உள்ளன வட்டபற பல்ஃபஸ்ட்வட்டயர் அவரடமரந்த,பசமலன்ஸ்உள்ள உள்ளன
மப் உன்னபத்தரமகவத்தரக்கம்பட உன் அம்மச ல்லஇரக்கங்க,மப்
ஒரச றகறப்பஎழதஆரம்பத்தத வர அதஉண்மயல்பரந்தரக்கவல்ல,ஒரச றகறப்பஎழதஆரம்பத்தத வர அதஉண்மயல்பரந்தரக்கவல்ல
ஆனஉள்ளஇர ந்தவர்ற பயத்த கண்டப்பநம்மளலஜயக்கமடயம்,ஆனஉள்ளஇர ந்தவர்ற பயத்த கண்டப்பநம்மளலஜயக்கமடயம்
அந்த கணணயல்ஊடர வ அந்த அழப்பஇர ப்பதஉறதச ய்,அந்த கணணயல்ஊடர வ அந்த அழப்பஇர ப்பதஉறதசய்
ஏன் நீங்கள் மலம்வந்தஅடத்தமறஎன்னடம்தன்உள்ளடகள ஒரஜ டகண்டவரவண்டம்,ஏன் நீங்கள் மலம்வந்தஅடத்தமறஎன்னடம்தன்உள்ளடகள ஒரஜ டகண்டவரவண்டம்
ஒரஆண்வற்றயளரம் பண்வற்ற யளரம் உள்ளனர் மலம்பர சகளம்சமமகஇல்ல,ஒரஆண்வற்றயளரம் பண்வற்ற யளரம் உள்ளனர் மலம்பர சகளம்சமமக
பல்லவஉங்களக்கசலகற ப்ப கடத்ததக நீங்கள் மன்பகற ப்பட்டரந்தீர்கள்,பல்லவஉங்களக்கசலகற ப்ப கடத்ததக நீங்கள் மன்பகற ப்பட்டரந்தீர்கள்
உங்க கணவர் நீதமன்றவ சரணயஎதர்க ள்ளவண்டயரக்கம்,உங்க கணவர் நீதமன்றவ சரணயஎதர்க ள்ளவண்டயரக்கம்
நன்உரவக்கயவளயட்டல்உன் யசனகளதணப்பதஒரபதம்வ லக்கத,நன்உரவக்கயவளயட்டல்உன் யசனகளதணப்பதஒரபதம்வ லக்கத
ஆனல்நீங்கள்பஸ்பர்டடன்வரவீர்கள்என்றசன்னீர்கள்,ஆனல்நீங்கள்பஸ்பர்டடன்வரவீர்கள்என்றசன்னீர்கள்
இதக வலமகவஅல்லதஅநயயம கவ நீ ஆக்க மட்டய்என்றநனத்தன்,தக வலமகவஅல்லதஅநயயம கவ நீ ஆக்க மட்டய்என்றநனத்தன்
இப்பஒரஇல்லத்தரச அடப்படரடய நவகஷனஞபகப்படத்தமயற்சக்கறன்,ப்பஒரஇல்லத்தரச அடப்படரடய நவகஷனஞபகப்படத்தமயற்சக்கறன்
நம் வீட்டம ல்தளத்தல்இரப்பவரப் பற்றக ஞ்சம்அத கமகதரந்தக்கள்வத,வீட்டம ல்தளத்தல்இரப்பவரப் பற்றக ஞ்சம்அத கமகதரந்தக்கள்வத
பர்பர்எப்பத வதவன்மறயக நடந்தக்கண்டதபர்த்ததண்ட,பர்பர்எப்பத வதவன்மறயக நடந்தக்கண்டதபர்த்ததண்ட
தந்தயன்தந்தவீட்டல்இரக்கற ன் அவர்பசதடக்கப்பட்டர க்கறத,தந்தயன்தந்தவீட்டல்இரக்கறன் அவர்பசதடக்கப்பட்டர க்கறத
உங்கள் மலவனகண தமஸ்டர்பல நன்ப ரதனரடம்பகர் சய்யமட்டன்,உங்கள் மலவனகண
அல்லதத ரப்படங்களப்பலவஅனபவக்க ம்வரப்பமகஇரந்தத,அல்லதத ரப்படங்களப்பலவஅனபவக்க ம்வரப்பமகஇரந்தத
அவரடன்நல்லறவஏற்படத்தவரம்பன ல் தனமம் அவரக்ககல உணவக ண்டவந்ததரப்படம்,அவரடன்நல்லறவஏற்படத்தவரம்பனல் தனமம் அவரக்ககல உணவக ண்டவந்ததரப்படம்
ஓ நீங்களம்அம்மவம்இரக்கம் பகப்படங்களபர்க்கறீர்கள அப்ப,69
ஏற்ற ஒரவ ஷயத்தலம்ஜப்ப ன்சறந்த வளங்கவதகக்கள்வப்பட்டன்,ஏற்ற ஒரவ ஷயத்தலம்ஜப்ப ன்சறந்த வளங்கவதகக்கள்வப்பட்டன்
சரயத்தற்கமன்ன ல்பீர்கட க்கவ ண்டம் என்பதஅவர்கள்சர யகசன்ன ர்கள்,சரயத்தற்கமன்ன ல்பீர்கடக்கவண்டம் என்பதஅவர்கள்சர யகசன்ன ர்கள்
உங்களக்கஆற தல்சல்லதன்வந்தன் சய்தயசல்வதற்கஅல்ல,உங்களக்கஆற தல்சல்லதன்வந்தன் சய்தயசல்வதற்கஅல்ல
பன்னர்அவர்வண்வளயல்ஒர வக்கறத மற்றம்அவர்சரக்கம்,பன்னர்அவர்வண்வளயல்ஒர வக்கறத மற்றம்அவர்சரக்கம்
ஜர்லமரல்அவர்களயம் உன்னயம் ஒரகரடயடம்இரந்தகப்பற்ற னர்,ஜர்லமரல்அவர்களயம் உன்னயம் ஒரகரடயடம்இரந்தகப்பற்றனர்
உயரகத்தஓடபவதற்கபதல் ஜர்ஜயவல்என்ன கப்பற்றவந்ததற்க,உயரகத்தஓடபவதற்கபதல் ஜர்ஜயவல்என்ன கப்பற்றவந்ததற்க
இதஒரபரய தண்டன்மற்றமகம் என் பத்தகத்தல் உங்களக்கத்தரயம,தஒரபரயதண்டன்மற்றமகம் என் பத்தகத்தல் உங்களக்கத்தரயம
ஒரத லபசயரயம்உங்கள்இரப்படத்தத் தல்லயமகக்கடக்க ம்,ஒரத லபசயரயம்உங்கள்இரப்படத்தத் தல்லயமகக்கடக்கம்
மன்றவஷயங்கள்மட்ட மஉள்ளன இந்த உலகல்ந ன்வற க்கறன்,மன்றவஷயங்கள்மட்ட மஉள்ளன இந்த உலகல்ந ன்வறக்கறன்
ஆசரயர்மன க்களஎழதக்கண்டஇரந்தர் ஆனல்எதவம்மறவல்ல,ஆசரயர்மன க்களஎழதக்கண்டஇரந்தர் ஆனல்எதவம்மறவல்ல
இந்த ஒரவ ளப்படயன தகதயழப்ப அல்லதஅததன்ற ம்எனவ,இந்த ஒரவ ளப்படயன தகதயழப்ப அல்லதஅததன்ற ம்எனவ
அந்த பதமர ந்தஉங்கள்உடலக்கள் மதல்மறசல்லம்பத,அந்த பதமர ந்தஉங்கள்உடலக்கள் மதல்மறசல்லம்பத
ஒரவரக்கரவர்பத்த யம்படக்கம் எங்கள் பஸயனகலஅட்டவணயல்இரந்தநரம்ஒதக்கவ,ஒரவரக்கரவர்பத்த யம்படக்கம் எங்கள் பஸயனகலஅட்டவணயல்இரந்தநரம்ஒதக்கவ
இல்ல இந்தப்பம்ப அவர்களகஉரவக்கயஒரகண்டபடப்ப,ல்ல இந்தப்பம்ப அவர்களகஉரவக்கயஒரகண்டபடப்ப
இதமீண்டம்கண்டவரவண்ட ம் சலக ழந்தபரவ நனவகள்,0
எப்படநீங்கள்உங்கள்பர்க்கபகறர் உள்ளன வளயவழய ல்சந்த,எப்படநீங்கள்உங்கள்பர்க்கபகறர் உள்ளன வளயவழயல்சந்த
இவ்வளவக ர்பட்டயம் ரண்டம டகள் தரயல்லம்தண்டஎதவம்க ட்கத,வ்வளவக ர்பட்டயம் ரண்டம டகள் தரயல்லம்தண்டஎதவம்க
ஆண்களக்கல்லம்பீர யட்ஸ்வந்த எப்படஇர க்கம் நீங்கஎன்னந னக்கறீங்க,ஆண்களக்கல்லம்பீர யட்ஸ்வந்த எப்படஇரக்கம் நீங்கஎன்னந னக்கறீங்க
நன்உங்கள்மகனக்கஏதவதவ ங்கனன் பன்னர்அவரடம்கடங்கள்,நன்உங்கள்மகனக்கஏதவதவ ங்கனன் பன்னர்அவரடம்கடங்கள்
இந்தப் பரசநீங்கள்இறக்கம்வரஇரக்கம் நீங்கள் வரம்பம்பதஇதப்பயன்படத்தலம்,ந்தப் பரசநீங்கள்இறக்கம்வரஇரக்கம் நீங்கள் வரம்பம்பதஇதப்பயன்படத்தலம்
நீங்க இத்தனந ளசல்லமஅடக்க வச்சரந்ததசன்னதபரயவஷயம்தன்,நீங்க இத்தனந எசல்லமஅடக்க வச்சரந்ததசன்னதபரயவஷயம்தன்
அவற்றல்பலவற்றப்பற்ற கவதயகவஉரகப கழ்ந்தரக்கம்,அவற்றல்பலவற்றப்பற்ற கவதயகவஉரகப கழ்ந்தரக்கம்
மர்த்தக்ககடச யஅவவரப்பப்பட சய்யமடயறதன்னநன்யக க்கற ன்,மர்த்தக்ககடச யஅவவரப்பப்பட சய்யமடயறதன்னநன்யக க்கறன்
ஐவபக்கனசரசய்யப்பட்டஎரபரள்மற்றம்பலட்கணக்கீடகளநன்தரக றன்,ஐவபக்கனசரசய்யப்பட்டஎரபரள்மற்றம்பலட்கணக்கீடகளநன்தரகறன்
இப்படஎனக்கவழ்க்கலவந்த அடத்தசங்கடம்என்னன்ன,ப்படஎனக்கவழ்க்கலவந்த அடத்தசங்கடம்என்னன்ன
உங்கள் வக்கறதக்கநன்ற அனத்ததர ப்பகளம்சதரணமக மீண்டம்வர கன்றன,உங்கள் வக்கறதக்கநன்ற அனத்ததர ப்பகளம்சதரணமக மீண்டம்வர கன்றன
அதவமல்லமல்அவரட யநற்கணத்தப் பற்றசந்தகங்கள்எழம்பஉள்ளன,அதவமல்லமல்அவரடயநற்கணத்தப் பற்றசந்தகங்கள்எழம்பஉள்ளன
இப்பதநன்ஃபன் மலமகக ரடட்கர்ட எண்ணக்க டக்கறன்,ப்பதநன்ஃபன் மலமகக ரடட்கர்ட எண்ணக்க டக்கறன்
உண்மயலயமகழ்ச்சயகஇரக்கறீர்கள தரமணமக வர டங்கள்கழத்த,உண்மயலயமகழ்ச்சயகஇரக்கறீர்கள தரமணமக வர டங்கள்கழத்த
அவள உண்மயகஅவள் என்னவஅதன நன்ப றக்கணக்கமல்அவளக்க,அவள உண்மயகஅவள்
நீங்கள் அவரச டப்பக றீர்கள்என்ற ல் நீங்கள் என்னயம்சட வண்டம்,நீங்கள் அவரச டப்பக றீர்கள்என்றல் நீங்கள் என்னயம்சட வண்டம்
அவ்வளவஅச்சறத்தலனவஷயம் உன்னடம்என்னஇர க்கறத,அவ்வளவஅச்சறத்தலனவஷயம் உன்னடம்என்னஇரக்கறத
பரயத ஆம் என்ன ல் மீன்களடன்ப சமடயம் அதனல் என்ன,பரயத
எனவ அந்தகட்சயஉனக்கக டக்க மயற்சக்கலம்என்றநனத்த ன்,எனவ
நன்என்றல்என்றஉணர்ந்த எப்பதம்மக்ஸக்கமற்றபகறத,நன்என்றல்என்றஉணர்ந்த எப்பதம்மக்ஸக்கமற்றபகறத
சட்டஅமலக்கத்தற்கஎன்னவ ண்டம் மகவர்பதலளக்கவண்ட ம்,சட்டஅமலக்கத்தற்கஎன்னவண்டம் மகவர்பதலளக்கவண்டம்
மகம க்கயமக நங்கள்பட்டசய வல்தடர்பகண்டதகத்தரகறத,மகமக்கயமக
மலம்அந்தப்பக்கம் அம்ப மன மற்றம்அம்மநற்கம்இடம்,மலம்அந்தப்பக்கம் அம்ப மன மற்றம்அம்மநற்கம்இடம்
ஓரஆள் என்னகல்ல நீ கர்டஜீனவற்கஅனப்ப யவன்தன்,ஓரஆள் என்னகல்ல நீகர்டஜீனவற்கஅனப்ப யவன்தன்
அவர் தளக்கத்தரம்பனர் அவன் எங்கயரந்தவந்த ன்,அவர் தளக்கத்தரம்பனர் அவன் எங்கயரந்தவந்த ன்
நன்அந்தமட்டள்எனமட்டள் நீங்கள் கரமத்தல்மீண்டம்சக்க,நன்அந்தமட்டள்எனமட்டள் நீங்கள் கரமத்தல்மீண்டம்சக்க
நீங்க உள்ளட்டமரந்தச்சீட்டஎண் எட்ட ஒன்பத ஏழ ஒன்பத,நீங்க உள்ளட்டமரந்தச்சீட்டஎண் எட்ட ஒன்பத ஏழ ஒன்பத
ஆனல்அவள்மன்மயனஉடலல் என்னடயஅழ க்கனககள் படவத,ஆனல்அவள்மன்மயனஉடலல் என்னடயஅழ க்கனககள் படவத
மன்னக்கணம் வவ கமனக்கதரய நன்எப்படஎன்னமறந்த டறன்னஉனக்கத்த ரயம்,மன்னக்கணம் வவ
ஒரப ன்னக கட்டல்பன்னசல தண்டகள் சண்டகளக்கவயதன பண்ணன்தண்ட,ஒரபன்னக கட்டல்பன்னசல தண்டகள் சண்டகளக்கவயதன பண்ணன்தண்ட
அவர்கள் என்ன சய்வர்கள் என்னடன்ச ய்தரக்கறீர்கள,அவர்கள் என்ன சய்வர்கள் என்னடன்ச ய்தரக்கறீர்கள
நன்ல சர்மத ப்பவரயவ ண்டம் மற்றம்ம ழமதல்கட்டள பதலம்,நன்ல சர்மத ப்பவரயவண்டம் மற்றம்ம ழமதல்கட்டள பதலம்
இததப்பச்சன்ன நமகஷ்டப்பட்ட உரவக்கயதஎல்ல ம்வீணகவ டம்,ததப்பச்சன்ன நமகஷ்டப்பட்ட உரவக்கயதஎல்லம்வீணகவடம்
நீங்கள் என்பதல் உங்கள் இலக்கக்ககட்டத்தட்டநரக்கமகஉள்ளத,நீங்கள் என்பதல் உங்கள் இலக்கக்ககட்டத்தட்டநரக்கமகஉள்ளத
மற்றம்ம ன்றகண்களடன்அண்டங்கக்ககளன்மற்றம்கரப்பமய,மற்றம்ம ன்றகண்களடன்அண்டங்கக்ககளன்மற்றம்கரப்பமய
என் மகள் அவளததந்தயடன்வளர்கறள் அவள் சகதரன்என்னடன்வளர்கறன்,என் மகள்
பபக்கஎதர கபலயல் தன்பறத்தல் பகரளக்கவரம்பகறன்,பபக்கஎதர கபலயல் தன்பறத்தல் பகரளக்கவரம்பகறன்
தரவஹ ட்ரஜன்பயன்படத்தவர்கள்என்ற ஹயஸ்டனடமரந்தசய்தவந்தரக்கறத,தரவஹட்ரஜன்பயன்படத்தவர்கள்என்ற ஹயஸ்டனடமரந்தசய்தவந்தரக்கறத
அவரதகடனவலக்கத்இதற்கவக மதயகரீடதனதமதல்பஸ்பல்வள யட்ட அவனஅழ த்தபனத,அவரதகடனவலக்கத்இதற்கவக மதயகரீடதனதமதல்பஸ்பல்வள யட்ட அவனஅழத்தபனத
இப்பஎதயம்சல்ற அளவக்கநீங்க மட்டள்இல்லன்னஎனக்க த்தரயம்,ப்பஎதயம்சல்ற அளவக்கநீங்க மட்டள்இல்லன்னஎனக்கத்தரயம்
நன்க ள்வப்பட்டன்அங்க நலமக ஞ்சம் சரயல்லன்ன,ள்வப்பட்டன்அங்க நலமக ஞ்சம் சரயல்லன்ன
ஆனல்ந ன் அவளடன்எந்ததடர்பம்இல்லஎன்றஎன் கழந்த கள் மீதசத்தயம் சய்க றன்,ஆனல்நன் அவளடன்எந்ததடர்பம்இல்லஎன்றஎன் கழந்த கள் மீதசத்தயம் சய்க
மகழ்ச்சதர ம்அனத்தம்ஆபத்தனவஎன்ற அவர்கள் சல்வர்கள்,மகழ்ச்சதர ம்அனத்தம்ஆபத்தனவஎன்ற அவர்கள் சல்வர்கள்
மலக்கடத்தட்டயல்தனதகலத்தல் டரகன்களன் நற்றக்கணக்கன கன்றவட்டன்என்றர்,மலக்கடத்தட்டயல்தனதகலத்தல் டரகன்களன் நற்றக்கணக்கன கன்றவட்டன்என்றர்
எங்களடயதப்பலவ உங்கள்உடகளம் சத்தமனபர ணவயநரம்பயவ,எங்களடயதப்பலவ உங்கள்உடகளம் சத்தமனபர ணவயநரம்பயவ
ஆனவ ஷயம்என்னன நம்ம எல்லரக்கம்பதத வக்கம்வணம்,ஆனவ ஷயம்என்னன
பதப்பண யமர்த்தல்கள்ககளஅறமகப்படத்தம் மன்னரவல க்கஎடக்கப்பட்டவர்,பதப்பண யமர்த்தல்கள்ககளஅறமகப்படத்தம் மன்னரவல க்கஎடக்கப்பட்டவர்
அதிர்ஷ்டவசமாக எங்கள் மனிதன் கண்ணாடிகள் அணிந்து,அதிர்ஷ்டவசமாக எங்கள் மனிதன் கண்ணாடிகள் அணிந்து
சலச க்கல்கள்இர க்கன்னஎனக்க ம் தரயம் ஆனஎதவம் சட்டவரதமனதஅல்ல,சலச
இரண்டப லீஸ்கரர்கள்ஆபத்தனநலயல்உள்ளனர்மற்றம்சரக்க றய்வரகற ம்,ரண்டப லீஸ்கரர்கள்ஆபத்தனநலயல்உள்ளனர்மற்றம்சரக்க றய்வரகறம்
நீங்கள் அவளக்கள்பம்ப்சய்யநர்ந்தல்என்னடம்ச ல்,நீங்கள் அவளக்கள்பம்ப்சய்யநர்ந்தல்என்னடம்சல்
நன்எத யம்பர்த்ததல்ல அவரசந்தகக்கஎனக்க உதவகறத,நன்எத யம்பர்த்ததல்ல அவரசந்தகக்கஎனக்க உதவகறத
அவற்றன்ப தகப்பஓடகள் இல்லமல் வற வழயன்ற அவதரமட்டத்தல்வழகன்றன,அவற்றன்ப தகப்பஓடகள்
உங்கள் மகள் அப்படக்க றயதற்க என்னடமம்என்கடம்பத்தடமம்மன்னப்ப,உங்கள் மகள் அப்படக்க றயதற்க என்னடமம்என்கடம்பத்தடமம்மன்னப்ப
உங்களன்ஆக்ஸஜன்அளவ கறய ஒரந மடம்மன்பவீரர்கள்உங்களமீட்டனர்,உங்களன்ஆக்ஸஜன்அளவ கறய ஒரந மடம்மன்பவீரர்கள்உங்களமீட்டனர்
வளப்படயவசல்றன் நீங்கஎன் தீர்ப்ப சந்தகப்படறதஎனக்கஅவமனம இரக்க,வளப்படயவசல்றன் நீங்கஎன் தீர்ப்ப சந்தகப்படறதஎனக்கஅவமனம
நச்சயம இன்னம் என்ன ஒர ஐந்தவரஷம்ஆனத க்கஅப்பறம்பவம,நச்சயம
இறந்தவர்களம ன்றவதநள்த ற்கப் பகதயல்பதத்தம்,இறந்தவர்களம ன்றவதநள்த ற்கப் பகதயல்பதத்தம்
இளஞர்கள்த க்கமடவர்கள்என்ற நன்ஒர மறநன த்த ன்,எஞர்கள்த க்கமடவர்கள்என்ற நன்ஒர மறநனத்த
உன் தனப்பட்டப லனய்வளரடமரந்த ஏதவதகள்வப்பட்டய,உன
நீங்கள் ஒரப ண்ணகஇரந்தல் நீங்கள்எதர்க்க மடயத,நீங்கள் ஒரப ண்ணகஇரந்தல் நீங்கள்எதர்க்க மடயத
அதப்ப றத்தடங்ககறம்என்ற நனக்கம்பத இறந்த வடவம்,அதப்ப றத்தடங்ககறம்என்ற நனக்கம்பத இறந்த வடவம்
உங்கள் வயதிற்கு ஏற்ற வேலையை மட்டும் பாருங்கள்,உங்கள் வயதிற்கு ஏற்ற வேலையை மட்டும் பாருங்கள்
என் ஒரம லகண்டபடக்கநர்வகக்கப்படம் உங்கள் பயர்ப லீசர் சன்ன,என் ஒரம
தன்தந்தயடன்வளயவ ழ்ந்தச றமயப்பற்றநீங்கள்எப்பதவதக ள்வப்பட்டரக்கறீர்கள,தன்தந்தயடன்வளயவழ்ந்தச றமயப்பற்றநீங்கள்எப்பதவதக ள்வப்பட்டரக்கறீர்கள
மற்றம்உன்னடம்நன் கடத்தகர்டல் நீ ஒர மட்டய்சய்பவர்,மற்றம்உன்னடம்நன் கடத்தகர்டல் நீ ஒர மட்டய்சய்பவர்
