reference,generated
ஆமம் ந ங்கள்எல்லரம் இரத்தக்களரஈர்க்கப்பட்ட,ஆமம் நங்கள்எல்லரம் இரத்தக்களரஈர்க்கப்பட்ட
தங்களவ ளயவடமற கத்தம் ஒரச லநல்லநண்பர்களப்பர்க்கறன்,தங்களவ ளயவடமற கத்தம் ஓரச லநல்லநண்பர்களப்பர்க்கறன்
கர்ஃபல்நவ்வக்கப்பகவண்டம் நீங்கள் கர்ஃபல்நவ்வக்கப்பகவண்டம்,கர்ஃபல்நவ்வக்கப்பகவண்டம் நீங்கள் கர்ஃபல்நவ்வக்கப்பகவண்டம்
பாருங்கள் நான் அனைத்து வலது நடக்கப்போவதில்லை என்று எனக்கு தெரியாது,பாருங்கள் நான் அனைத்து வலது நடக்கப்போவதில்லை என்று எனக்கு தெரியாது
அவங்க சீல்களக்ககர யரவங்கஅல்லத டல்ஃபன்களசனப்படத்ததல்அல்லத,அவங்க சீல்களக்ககர யரவங்க அல்லத டல்ஃபன்களசனப்படத்ததல்அல்லத
வந்த அனத்தடவஅற க்கய லம்இரந்த மக்கயதகவல்தன் தரயம்,வந்த அனத்தடவஅற க்கய லம்இரந்த மக்கயதகவல்தன் தரயம்
இல்ல ந ங்கள்அவளவற்கவல்ல எங்களக்கஅவ்வளவகடக்கவண்டம்,இல்ல நங்கள்அவளவற்கவல்ல எங்களக்க அவ்வளவகடக்கவண்டம்
கக்கஎட்டம்தரத்தல்தப்பக்க யடன்பஷ்கனடம் நீ இரப்பதசர யல்லஎனநனத்தன்,கக்கஎட்டம்தரத்தல்தப்பக்க யடன்பஷ்கனடம் நீ இரப்பதசர யல்லஎனநனத்தன்
அனத்தஆட்சயளர்களம்கரகன்றனர் மக்கள் மழங்கல்கன யஎன்ற,அனத்தஆட்சயளர்களம்கரகன்றனர் மக்கள் மழங்கல்கன யஎன்ற
நற்றஇரவநடந்தவவதத்தல்நம் இரஜனதபதபட்டய ளர்கள்,நற்றஇரவநடந்தவவதத்தல்நம் இரஜனதபதபட்டய ளர்கள்
சர உனக்கத்தரந்தரக்கம் அவர் இப்பஇறந்தபய் இரப்பர,சர உனக்கத்தரந்தரக்கம் அவர் இப்பஇறந்தபய் இரப்பர
மக்கள் அறயவ ண்டயவஷயங்கள என்னல்ச ல்லமட யம்,மக்கள் அறயவ ண்டயவஷயங்கள என்னல்ச ல்லமட யம்
மட ஆலபம டனயல் லீதடக்க பள்ளயல் கழந்தகளபலவங்க,மட ஆலபம் டனயல் லீதடக்க பள்ளயல் கழந்தகளபலவங்க
நன்உனக்கஇந்தகலணகள்தன்வங்க னன் நீ எனக்கஇதவங்கயரக்கறய்,நன்உனக்கஇந்தகலணகள்தன்வங்க னன் நீ எனக்கஇதவங்கயரக்கறய்
ஏனன்றல்டஸ்டக்ககஇங்கவந்தவடவ ண்டம்என நனத்தன் தரய ம,ஏனன்றல்டஸ்டக்ககஇங்கவந்தவடவ ண்டம்என நனத்தன் தரய ம
இன் கத்தகஉடன்படக்கபட அவர்கள் எனக்கக டத்தஏக்கர்நலம்,இன் கத்தகஉடன்படக்கபட அவர்கள் எனக்கக டத்தஏக்கர்நலம்
என்னடஅசங்கம்படச்சவன அம்ம பன்னடபய் ஒளஞ்சக்க,என்னட அசங்கம்படச்சவன அம்ம பன்னடபய் ஒளஞ்சக்க
அவர்கள் ஏழமனதனக்கக்கடக்க றர்கள் அவர்களக்கஅத சய்ய,அவர்கள் ஏழமனதனக்கக்கடக்க றர்கள் அவர்களக்க அத சய்ய
சக்கரத்தஉடத்தபறக அதஎப்படஉடந்தவடம்என்பதநங்கள்எப்பட உறதப்பட த்தகறம்,சக்கரத்தஉடத்தபறக அதஎப்படஉடந்தவடம்என்பதநங்கள்எப்பட உறதப்படத்தகறம்
இல்லந ன்உங்களக்கசல்கற ன் அங்கஇரந்தத ஏற்கனவவீட்டல்மன்றவதமனதன்,இல்லந ன்உங்களக்கசல்கறன் அங்கஇரந்தத ஏற்கனவவீட்டல்மன்றவதமனதன்
என்றத ல்லயமகதன்என்னஅத இல்ல என்னஉடன்படவல்ல தர,என்றத ல்லயமகதன்என்னஅத இல்ல என்னஉடன்படவல்ல தர
அதஎனக்கஉண்மயனஅடப்பட என்றஎனக்கத்தரய ம் ஆனல்அததன்நன்வரம்பகறன்,அதஎனக்கஉண்மயனஅடப்பட என்றஎனக்கத்தரயம் ஆனல் அததன்நன்வரம்பகறன்
மர்க் பம்படக்கயல் ஓடவதயம்கலஉணவயம்பர்க்கவ ரம்ப கறன்,மர்க்பபடக்கயல் ஓடவதயம்கலஉணவயம்பர்க்கவ ரம்ப கறன்
அதசர வரவ ல்அப்பப் படக்கக்க பய்வடவீர்கள்எனஎதர்பர்க்கலம்,அதசர வரவல்அப்பப் படக்கக்க பய்வடவீர்கள்எனஎதர்பர்க்கலம்
அதன் பண்களவற க்கம்தத்தவ ர்த்தஅடத்தளத்தங்ககள்,அதன் பண்களறக்கம்தத்தவர்த்த அடத்தளத்தங்ககள்
ஷபகர்த ஷ்பண்டமர்மமனமறயல் சலந ட்களக்கமன்க ணமல் பனர்,ஷபகர்த ஷ்பண்டமர்மமனமறயல் சலநட்களக்கமன்க ணமல் பனர்
இதத வலயத்தல் நம டங்கள்தன் ஒர நம டசவ நமடங்கள் மன்ப,இதத வலயத்தல் நம டங்கள்தன் ஒர நம டசவ நமடங்கள் மன்ப
நங்கள்ச ரங்கத்தல்இரந்தபதமதரகளடன் வரகறம் ஹயஸ்டன்,நங்கள்ச ரங்கத்தல்இரந்தபதமதரகளடன் வரகறம் ஹயஸ்டன்
கடதல்உத்தரவதத்தற்ககநங்கள் உங்களக்கஒரமல்லயன்மற்றம்ஒரஅரகடத்த ம்,கடதல்உத்தரவதத்தற்ககநங்கள் உங்களக்கஒரமல்லயன்மற்றம்ஒரஅரகடத்தம்
நீங்கள் எங்கரந்தவரக றீர்கள்என்ற பரந்தகள்ளமயல்கறன்,நீங்கள் எங்கரந்தவரக றீர்கள்என்ற பரந்தகள்ளமயல்கறன்
நமதப மமரந்தகள் நட்சத்தரங்களன்வர ப்பத்தநறவற்றம்,நமதப மமரந்தகள் நட்சத்தரங்களன்வர ப்பத்தநறவற்றம்
நீங்க எனக்கச ன்னஅத டீல்தன்ம ரர்ச ஃப்ட்டக்கம் கடத்தரப்பீங்கன்னநனக்க றன்,நீங்க எனக்கச ன்னஅத டீல்தன்ம ரர்ச ஃப்ட்டக்கம் கடத்தரப்பீங்கன்னநனக்க றன்
மற்றொரு கும்பல் இந்த இடத்தை கண்டுபிடிக்க போது என்ன நடக்கும்,மற்றொரு கும்பல் இந்த இடத்தை கண்டுபிடிக்க போது என்ன நடக்கும்
ஆனல்த ரந்ததபலநன்பசங்கசய்கறன் ஏன்னஎங்கட்டஇரப்பதல்லம்பய்தன்,ஆனல்த ரந்ததபலநன்பசங்கசய்கறன் ஏன்னஎங்கட்டஇரப்பதல்லம்பய்தன்
எல்லதடகளயம்மீற வரவகவயல்களல்மன்மய க்கம்மகடகள,எல்லதடகளயம்மீற வரவகவயல்களல்மன்மய க்கம்மகட்கள்
நம்அதஒரப தம் வளப்படத்தக்கடத என்றஉனக்கதரய ம்,நம் அதஒரப தம் வளப்படத்தக்கடத என்றஉனக்கதரயம்
ஜரயவம்தனதபயணத்த லரந்தசறதஇடவளஎடக்கவண்டய கட்டயம் ஏற்பட்டத,ஜரயவம்தனதபயணத்த லரந்தசறதஇடவளஎடக்கவண்டய கட்டயம் ஏற்பட்டத
அதநடந்தவட்டதபழபதக்கப்பட்ட பன்றஇழந்தஇரக்கதன்,அதநடந்தவட்டதபழபதக்கப்பட்ட பன்றஇழந்தஇரக்கதன்
என்னபயன்படத்தண்ட நீ நச்சயமஎன்னபயன்படத்தண்ட,என்னபயன்படத்தண்ட நீ நச்சயமஎன்னபயன்படத்தண்ட
என்னடயதஅவரதகழந்த கள்எந்ததரமணம்சய்யப்பவதல்ல,என்னடயதஅவரதகழந்த கள்எந்ததரமணம்சய்யப்பவதல்ல
கழவல்யரடமவதசல்கறன் அவர்கள் ஏதச ல்வர்கள அதன்படசய்வர்கள்,கழவல்யரடமவதசல்கறன் அவர்கள் ஏதச ல்வர்கள் அதன்படசய்வர்கள்
நீ அவளஇப்பதஇங்க வரவழக்கவல்ல என்றல்ந ன்உன்னதலயல்சட்டவட்ட,நீ அவளஇப்பதஇங்க வரவழக்கவல்ல என்றல்ந ன்உன்னதலயல்சட்டவட்ட
அதக ட்டகள்ஈன்றவதப்பர்த்தத இவஎல்லம்உண்மய ல்அரதனவ ஷயங்கள்,அதகட்டகள்ஈன்றவதப்பர்த்தத இவஎல்லம்உண்மய ல்அரதனவ ஷயங்கள்
உன் வழ்க்கயன்கத அதற்ககஎல்லம்சரய கநடப்பவற்றப்பர்,உன் வழ்க்கயன்கத அதற்ககஎல்லம்சரய கநடப்பவற்றப்பர்
அந்த நீர் பீப்பாய்கள் எங்கள் கிரகத்தில் உலர் சக் பார்க்கும் ஆண்டுகள்,அந்த நீர் பீப்பாய்கள் எங்கள் கிரகத்தில் உலர் சக் பார்க்கும் ஆண்டுகள்
நீங்கள் ஒரஹ ட்டல்இரந்ததஎன்னடன்சக்ஸ்மற்றம்கட்ப சல்லவண்டயதல்லவ ட்ட,நீங்கள் ஓரஹ ட்டல்இரந்ததஎன்னடன்சக்ஸ்மற்றம்கட்ப சல்லவண்டயதல்லவ ட்ட
மன்றமதங்களக்கபறக வீட்டக்க வல்வத க்கப்பட்டத,மன்றமதங்களக்கபறக வீட்டக்க வல்வத க்கப்பட்டத
ஸ்டீவன்சன் கரல்அடயளம்தரஞ்ச இடத்தகணச்சரக்கலம்,ஸ்டீவன்சன் கரல்அடயளம்தரஞ்ச இடத்தகணச்சரக்கலம்
சலவன்மகம க்க யகள்வஎன்னவன்ற நீ கட்கப்பவதல்லதன,சலவன்மகம க்க யகள்வஎன்னவன்ற நீ கட்கப்பவதல்லதன
மதலவதஉன்னசந்தத்தத இந்த தட்டத்தற்கனஎனத உத்வ கம்,மதலவதஉன்னசந்தத்தத இந்த தட்டத்தற்கனஎனத உத்வ கம்
ஒரஉணவகத்தல்நம்மஇரட்ட ல்சப்பட வத்தர்கள அதஅரவரப்பகஇரந்தத,ஒரஉணவகத்தல்நம்மஇரட்ட ல்சப்பட வத்தர்கள் அதஅரவரப்பகஇரந்தத
நீங்கள் அவரஎப்படமீண்டம்மீண்ட ம்பணர்ந்தீர்கள்,நீங்கள் அவரஎப்படமீண்டம்மீண்ட ம்பணர்ந்தீர்கள்
நலவமற்றம்சரயன்மற்ற மற்றம்வ னத்தல்நட்சத்தரங்கள்,நலவமற்றம்சரயன்மற்ற மற்றம்வனத்தல்நட்சத்தரங்கள்
பரயமன ஷத்தனமபசறப ச்சம் கட்டபத ம்பதம்னஆயடச்ச,பரயமன ஷத்தனமபசறபச்சம் கட்டபத ம்பதம்னஆயடச்ச
அடத்தஷ ரஃபபவலக்க அமர்த்தவதம் மயரகஎன்கடம தன்,அடத்தஷ்ரஃபபவலக்க அமர்த்தவதம் மயரகஎன்கடம தன்
நீ இன்னம்பழயதகஇரக்கவண்டம் நீங்கள் பர்க்கவ ட,நீ இன்னம்பழயதகஇரக்கவண்டம் நீங்கள் பர்க்கவ ட
அவன் ஏற்கனவக றந்தமதப்பண் வங்கவர்பட்டயலல்தன்இரக்கறன்,அவன் ஏற்கனவக றந்தமதப்பண் வங்கவர்பட்டயலல்தன்இரக்கறன்
எங்கள் சப்பரம்தற யல்கடந்த ஆண்ட ஆனல்அந்தஇழப்பகள்,எங்கள் சப்பரம்தற யல்கடந்த ஆண்ட ஆனல் அந்த இழப்பகள்
ஆடம்பரமனக ரல்வரவ ண்டம் ஆனல்ப ர்ட்டவீட்டற்கள்நடக்கறத,ஆடம்பரமனக ரல்வரவ ண்டம் ஆனல்பாட்டவீட்டற்கள்நடக்கறத
நன்ர ப்இச க்கலஞனவன்எனஎனக்க த் தரந்தரக்கவல்ல,நன்ர ப்இச க்கலஞனவன்எனஎனக்கத் தரந்தரக்கவல்ல
ஏற்கனவஎன்வழ்வநரகமக்கவட்டீர்கள் இப்பழதஎன் தக்கத்தகடக்கறீர்கள்,ஏற்கனவஎன்வழ்வநரகமக்கவட்டீர்கள் இப்பழதஎன் தக்கத்தகடக்கறீர்கள்
இல்ல மன்னக்கவம் அவங்க அவர் ஆட்கள் இல்ல அவர்கட வலச ய்யறவங்க,இல்ல மன்னக்கவம் அவங்க அவர் ஆட்கள் இல்ல அவர்கட வலச ய்யறவங்க
வரநீங்கள்மல்லரன்கரகத்தல்அனபவங்கள யம்என்னதண்டப்பதவரகறம்,வரநீங்கள்மல்லரன்கரகத்தல் அனபவங்கள யம்என்னதண்டப்பதவரகறம்
பவத்தயம்நல்லழக்கத்தயம்எவ்வறவரயறக்கறீர்கள்,பவத்தயம்நல்லழக்கத்தயம்எவ்வறவரயறக்கறீர்கள்
தன்என்னவகப்பகற ம்என்பதத் தரந்தகள்ளஆர்வமரக்கம்,தன்என்னவகப்பகறம்என்பதத் தரந்தகள்ளஆர்வமரக்கம்
அதப யரமட்டமசவக்கறவங்களத்தவர யரம்அத ப்பத்தஅவலப்படவங்க,அதபயரமட்டமசவக்கறவங்களத்தவர யரம்அதப்பத்த அவலப்படவங்க
நன்என்மன வயன்சலபடவ ரம்ப கறன் மற்றம்அதற்கவரதமகஎன்மகள்த ங்க வதல்ல,நன்என்மன வயன்சலபடவ ரம்ப கறன் மற்றம் அதற்கவரதமகஎன்மகள்தங்க வதல்ல
அம்மச ன்னமதர அந்தபட்டயல கலந்தகட்டஅவன ஜய்க்கறதவட,அம்மச ன்னமதர அந்தபட்டயல கலந்தகட்டஅவன் ஜய்க்கறதவட
இந்த பரயமட வமட்ட ம் என்கட்டச ல்லமபண்ணட்டன்,இந்த பரயமட வமட்டம் என்கட்டச ல்லமபண்ணட்டன்
அவள் ஏன் என்னடம்ச ல்லயரக்கமட்டள்என்றதரயவ ல்ல,அவள் ஏன் என்னடம்ச ல்லயரக்கமட்டள்என்றதரயவ ல்ல
கரவக்கஎன்ன லசறப்ப னவழ்க்கய கடக்கமட யம்னநீயஒத்தப்ப,கரவக்கஎன்ன லசறப்பனவழ்க்கய கடக்கமட யம்னநீயஒத்தப்ப
அதவலக்கறத யரம் வட்கப்படத்தகதயற்றவர்கள் ரபக ட இல்ல,அதவலக்கறத யரம் வட்கப்படத்தகதயற்றவர்கள் ரபக ட இல்ல
நமக்கவ ண்டயதஒரகழந்த இப்பதநமக்கக்கடத்தவட்டத,நமக்கவ ண்டயதஓர்கழந்த இப்பதநமக்கக்கடத்தவட்டத
ஏமப ர்ப்பதற்கஎட்டமணநரம்மன்தன் ட்ரவர்இறந்ததஆய்வளர்சல்றர்,ஏமபர்ப்பதற்கஎட்டமணநரம்மன்தன் ட்ரவர்.இறந்தத ஆய்வளர்சல்றர்
நீங்கள் நனக்கவல்லஎன்ற ல்அவளக்கஅதகம்தரய ம்,நீங்கள் நனக்கவல்லஎன்ற ல் அவளக்க அதகம்தரயம்
இந்த தகடகளபன்தடர்வதநறத்த வண்டம்என்பதற்கஇதஅற கறய,இந்த தகடகளபன்தடர்வதநறத்த வண்டம்என்பதற்கஇத அற கறய
நன்இரப்பன்என்ற நன்எத ர்பர்க்கறன் அவரதகடன்,நன்இரப்பன்என்ற நன்எத ர்பர்க்கறன் அவரதகடன்
என் வீட்டல்அவர்கள்இர ந்தர்கள் ரய்டஅத கரகள்மன்னல யல்,என் வீட்டல் அவர்கள்இரந்தர்கள் ரய்டஅத கரகள்மன்னல யல்
நளக்கலஞ்ச்இல்ல டன்னரக்க நீங்க வீட்டக்கவரணம்,நளக்கலஞ்ச்இல்ல டன்னரக்க நீங்க வீட்டக்கவரணம்
நங்கள்ஒன்றகவலச ய்யப கறம்என்றல் நீ என்னக ஞ்சம்நம்பகறய்,நங்கள்ஒன்றகவலச ய்யப் கறம்என்றல் நீ என்னக ஞ்சம்நம்பகறய்
மற்றம்ஆயரக்கணக்கனவர்களதங்கவ க்கம் அறவசதகள்எல்லமஉரவக்கப்பட்ட,மற்றம் ஆயரக்கணக்கனவர்களதங்கவக்கம் அறவசதகள்எல்லமஉரவக்கப்பட்ட
நம்ம கண்ட்ரலத ன்ஃப்ரீயகடக்கற பரளக்கடதரட்டத்தனமயஸ்பண்ணவ ம்,நம்ம கண்ட்ரலத ன்ஃப்ரீயகடக்கற பரளக்கடதரட்டத்தனமயஸ்பண்ணவம்
எல்லரம்அந்தகரவ களவங்கமயற்சசய்தனர் இந்த உலகம அப்படயமற வட்டத,எல்லரம் அந்தகரவ களவங்கமயற்சசய்தனர் இந்த உலகம அப்படயமற வட்டத
எஸ்பபபட யரந்தல்என்னஆகய ரக்க ம் ஒரந டகற்பனபண்ணப ரங்க,எஸ்பபபட யரந்தல்என்னஆகய ரக்கம் ஓரந டகற்பனபண்ணப ரங்க
இப்பநம்மகழந்தயபர்த்த க்கம் பறப்ப சதவக தம்உன்னடயத,இப்பநம்மகழந்தயபர்த்த க்கம் பறப்ப சதவக தம்உன்னடயத
அவர்கள் அவரஎடத்தக்கள்கறர்கள் சல்த கதஒன்ற க்ககீழ,அவர்கள் அவரஎடத்தக்கள்கறர்கள் சல்த கதான்றக்ககீழ
மற்றம்நீங்கள்கட்டமடயம்என்றஎனக்க அவர்கள் பதகப்பகஇரக்கறீர்கள் நீங்கள் கறயதபல்,மற்றம்நீங்கள்கட்டமடயம்என்றஎனக்க அவர்கள் பதகப்பக இரக்கறீர்கள் நீங்கள் கறயதபல்
இந்த மற்றத்தன்தர வயல்நஜமகவ அவரந ரடயகசந்த க்கவரம்பறன்,இந்த மற்றத்தன்தர வயல்நஜமகவ அவரந ரடயகசந்த க்கவரம்பறன்
நன்இப்பகதயல்இரக்க ம்பதசலநரங்களல்உங்களக்கத்தரயம்,நன்இப்பகதயல்இரக்க ம்பதசலநரங்களல்உங்களக்கத்தரயம்
நீங்கள் அவள் உளவளயனர் ஐயஇர க்கலம்என்றநன்ந னக்கவ ல்ல,நீங்கள் அவள் உளவளயனர் ஐயஇர க்கலம்என்றநன்ந னக்கவ ல்ல
உங்கள் மரயத அரச யல்வழ்க்கயஇழக்க நரடம்என்றநீங்கள்பயப்பட கறீர்கள,உங்கள் மரயத அரச யல்வழ்க்கயஇழக்க நரடம்என்றநீங்கள்பயப்பட கறீர்கள்
அவர்கள் தங்கள் கவலமனகணவர்களயம் உனக்கவ க்களக்கவக்கப்பகறவர்கள்,அவர்கள் தங்கள் கவலமனகணவர்களயம் உனக்கவ க்களக்கவக்கப்பகறவர்கள்
அத்தகயச றயநரத்தல் பஞ்சமன்தனததந்த சகதரமற்றம்நீத யஇழந்த ர்,அத்தகயச றயநரத்தல் பஞ்சமன்தனத்தந்த சகதரமற்றம்நீத யஇழந்தர்
பச்சவர்த்தகள்பற்ற உங்கள க்க ஏற்கனவச ன்னர்கள,பச்சவர்த்தகள்பற்ற உங்கள க்க ஏற்கனவச ன்னர்கள்
நன்ந னத்தன் நன்ப கமடய ம்என்றல் உடற்பயற்ச உங்களக்கதரயம்,நன்ந னத்தன் நன்ப கமடய ம்என்றல் உடற்பயற்ச உங்களக்கதரயம்
ஒரம ட்டள்மட்டமஅச்சறத்தல்களத்தரகறர் மன்னடக்கதயர கஇல்ல,ஓரம ட்டள்மட்டமஅச்சறத்தல்களத்தரகறர் மன்னடக்கதயர கஇல்ல
நம்த ன் பற்றகவலப்படவண்டம் என்ற ஒரமறநங்கள்பறஇந்தசங்கலத்த டர்ஆஃப்,நம்தன் பற்றகவலப்படவண்டம் என்ற ஓரமறநங்கள்பறஇந்தசங்கலத்த டர்ஆஃப்
டக்டர்தவறதலநமக்கவறஒரவர ட கழந்தயதந்தவட்டர்,டக்டர்தவறதலநமக்கவறஓரவர ட கழந்தயதந்தவட்டர்
நீங்கள் பற்றரகஇரக்கம்பட்சத்தல் ஒரவரன்பதகவலரகஇரக்கம்பட்சத்தல்,நீங்கள் பற்றரகஇரக்கம்பட்சத்தல் ஒரவரன்பதகவலரகஇரக்கம்பட்சத்தல்
எப்பதம்நண்ப எப்ப தம்நண்ப நன்எப்பதம்உங்களடன்இரக்கற ன்,எப்பதம்நண்ப எப்ப தம்நண்ப நன்எப்பதம் உங்களடன்இரக்கறன்
ஏய் ரவஎந்தவல யம்இல்லமல்கடரத்தல்அமர்ந்தரக்க றர்,ஏய் ரவஎந்தவல யம்இல்லமல்கடரத்தல்அமர்ந்தரக்க றர்
மற்ற நம்பகமனம லங்களல்இரந்தகடக்கத பதயதகவல்கள்எதவ மல்ல,மற்ற நம்பகமனம லங்களல்இரந்தகடக்கத பதயதகவல்கள்எதவ மல்ல
அம்ம ந ன்எத்தனதடவ சல்றத வல நள்லஇதல்லம்வச்ச க்கவணம்ன,அம்ம நன்எத்தனதடவ சல்றத வல நள்லஇதல்லம்வச்ச க்கவணம்ன
இதரகசயமகவம்ஊடகங்களக்கத்தரயமலம்ச ய்யப்படவண்ட ம் ஆமம்ஐய,இதரகசயமகவம் ஊடகங்களக்கத்தரயமலம்சய்யப்படவண்டம் ஆமம்ஐய
அறையை திறந்தால் காற்றழுத்தம் சீர் செய்யப்படாது,அறையை திறந்தால் காற்றழுத்தம் சீர் செய்யப்படாது
நன்என்இடத்தல் வயதசற மகள் வர பலத்கரம்சய்தள்ளன்,நன்என்இடத்தல் வயதசற மகள் வர பலத்கரம்சய்தள்ளன்
தஇந்தஃப்ளலட்டஸ்ஹட்டல் பர்லவீக்கண்ட்ஸ்லபடற ன்,தஇந்தஃப்ளலட்டஸ்ஹட்டல் பர்லவீக்கண்ட்ஸ்லபடறன்
அதஜ பயடஅம்ம பக்கவ க்கக் கடத்தஎட்டயரம்யரக்களக்க,அதஜ பயடஅம்ம பக்கவர்க்கக் கடத்தஎட்டயம்யரக்களக்க
இந்த வஷயங்களவழங்கஒரச றயவ கனம்அணகப்பட்டதகதரகறத,இந்த வஷயங்களவழங்கஒரச றயவ கனம் அணகப்பட்டதகதரகற்த
வளவகள்ஏற்படத்தம்மற்றம் கப்பயவட்டசன்றனர் வளவகள்ஏற்படத்தம்மற்றம் வஷம்அனத்தவளயட்டகன்றவட்டன,வளவகள்ஏற்படத்தம்மற்றம் கப்பயவட்டசன்றனர் வளவகள்ஏற்படத்தம்மற்றம் வஷம் அனத்தவளயட்டகன்றவட்டன
கட்டட்சவங்ககள் ஒரக ள்ளயன்பதஉங்களஎந்தவகயலம்தடக்கக்கடத,கட்டட்சவங்ககள் ஓரக ள்ளயன்பத உங்களஎந்தவகயலம்தடக்கக்கடத
அதனலந ன்நன ச்சன்நீஅவள டப ய் கஞ்சம் அந்த வஷயங்களக்கத்தக்கடத்தநல்லயரக்கம்,அதனலந ன்நன ச்சன்நீஅவள் டபய் கஞ்சம் அந்த வஷயங்களக்கத்தக்கடத்தநல்லயரக்கம்
அவர் உங்களக்ககநத ரீதய கவஷயங்கள சரசய்தவடலம்என்றந னத்தர்,அவர் உங்களக்ககந்த ரீதய கவஷயங்கள சரசய்தவடலம்என்றந னத்தர்
இல்லப ற்றர்தங்கள்சந்தக ழந்தடப ர்க்கவண்டம்,இல்லபற்றாதங்கள்சந்தக ழந்தடபர்க்கவண்டம்
நீங்கள் பழத்தலம்மரத்தலம்உன்பவங்கள்வட வத்ததக்வ ண்டம்,நீங்கள் பழத்தலம்மரத்தலம்உன்பவங்கள்வட வத்ததக்வ ண்டம்
கல்யணம்ஆகப்பவதல் இப்ப நீஅவர் சல்லம்எல்லவற்றக்கம்சரசல்வ ய,கல்யணம்ஆகப்பவதல் இப்ப நீஅவர் சல்லம்எல்லவற்றக்கம்சரசல்வய
எனவே நீங்கள் வலதுகை உண்மையான இல்லை என்று நினைக்கிறேன்,எனவே நீங்கள் வலதுகை உண்மையான இல்லை என்று நினைக்கிறேன்
இரவரயம்பக்கத்தபக்கத்தல் பர்ப்பதநன்றகஇரக்கறத,இரவரயம்பக்கத்தபக்கத்தல் பர்ப்பதநன்றகஇரக்கறத
நீங்கள் பதஇடங்களல்அந்தச ய்வத நறத்ததட க்கவண்டம்,நீங்கள் பதஇடங்களல் அந்தசய்வத நறத்ததடக்கவண்டம்
உன்னல்எனக்கஆறதல்கறமடய தன்பத நீ அறவய்என்றநம்ப கறன்,உன்னல்எனக்கஆறதல்கறமடய தன்பத நீ அறவய்என்றநம்ப கறன்
நன்ம தன்மறகடக்கள்நழந்தபத என்ன நனப்பதஎனத்தரயவ ல்ல,நன்ம தன்மறகடக்கள்நழந்தபத என்ன நனப்பதஎனத்தரயவல்ல
நங்கள்என்னசய்கறம்என்றயச த்தக்கண்டரப்பர்கள்,நங்கள்என்னசய்கறம்என்றயசத்தக்கண்டரப்பர்கள்
உலகக் கர்என்றஅவர்கள்அழத்தஒன்ற அறமகப்பட த்தனர்கள்,உலகக் கர்என்றஅவர்கள் அழத்தஒன்ற அறமகப்படத்தனர்கள்
நீங்கள் அந்த நங்கள்என்னசய்கறீர்கள்என்றத ன் பர்க்க,நீங்கள் அந்த நங்கள்என்னசய்கறீர்கள்என்றத ன் பர்க்க
நன்கடசயகஒரமறத ரடவந்தன் என நீங்கள் சல்லலம்,நன்கடசயகாரமறத ரடவந்தன் என நீங்கள் சல்லலம்
கறஸ்தமஸ்தசத்தக்கப்பகறரட் கனவகளலசய்யப்பட்டரக்க,கறஸ்தமஸ்தசத்தக்கப்பகறரட் கனவகளலசய்யப்பட்டரக்க
லீவ எங்க கட்ட இரக்க ற ஆதரங்கள்எல்லம்நர் எதரந ரபக்க த,லீவ எங்க கட்ட இரக்க ற ஆதரங்கள்எல்லம்நர் எதரந ரபக்க த
ஒரந சமக்கநண்பன ஒரஅர்ப்பண ப்பள்ளதகப்பனஇழந்தநற்கற ம்,ஓரந சமக்கநண்பன ஒரஅர்ப்பண ப்பள்ளதகப்பனஇழந்தநற்கறம்
உங்களடன்ச லபண்பன்றஞனம்பக ர்ந்த கள்ளஎன்னஅனமதக்கவ ம்,உங்களடன்ச லபண்பன்றஞனம்பகர்ந்த கள்ளஎன்னஅனமதக்கவம்
அவர்கட்டஅத கஅளவ ல் பர்மதக்கதட்டம்இரந்ததம்,அவர்கட்டஅத கஅளவல் பர்மதக்கதட்டம் இரந்ததம்
தீவரவதகளடநம்பரம்பசவதல்ல என்பதத ரந்தவஷயம்தன்,தீவரவதகளடநம்பரம்பசவதல்ல என்பதத ரந்தவஷயம்தன்
கழந்தகள்சரணர்கறயீட்டன் சட்டம் பரவஎட்டன்பட,கழந்தகள்சரணர்கறயீட்டன் சட்டம் பரவஎட்டன்பட
ஹலகப்டரல்சன்ற எல்லந யளகளம்இந்தவழயகவந்தனர்,ஹலகப்டரல்சன்ற எல்லந யளகளம் இந்தவழயகவந்தனர்
நீங்கள் எடக்கம ன்கரவன்தண்ட க்கமறக்கவ ண்டம்,நீங்கள் எடக்கம ன்கரவன்தண்ட க்கமறக்கவ ண்டம்
இங்கயஇர ந்தஅவடக்டர்சல்வத பன்பற்றவதயம்படக்கயல்இரப்பதயம்,இங்கயஇர ந்த அவடக்டர்சல்வத பன்பற்றவதயம்படக்கயல்இரப்பதயம்
எத்தனவ ளயடப்படதபத்தகங்கள்பறக்கணக்கக்கத்தரக்கன்றன,எத்தனவ ளயடப்படதபத்தகங்கள்பறக்கணக்கக்கத்தரக்கன்றன
தகவல் வகப்பவஷயங்கள் பணம் கட்ட ம் பத்தரங்கள்,தகவல் வகப்பவஷயங்கள் பணம் கட்டம் பத்தரங்கள்
ஞயறதறம்அதப்பர்ப்பத எங்களக்கமக ழ்ச்சயகஇல்ல,ஞயறதறம் அதப்பர்ப்பத எங்களக்கமக ழ்ச்சயகஇல்ல
